#Query_id	Hit_xid	Hit_tcid	Hit_desc	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam
WP_065540976.1	WP_155315461	1.A.87.2.10	gnl|BL_ORD_ID|21994 gnl|TC-DB|WP_155315461|1.A.87.2.10 serine/threonine protein kinase [Desulfosarcina alkanivorans]	253	6.61325e-53	43	709	399	11	258	5	255	34.8	62.7	2	2	0.85	MCA	None	PF00069,PF07714,PF03793,PF03793,PF03793,PF03109,PF14531	PF00069,PF07714,PF08308
WP_157766937.1	WP_155315461	1.A.87.2.10	gnl|BL_ORD_ID|21994 gnl|TC-DB|WP_155315461|1.A.87.2.10 serine/threonine protein kinase [Desulfosarcina alkanivorans]	195	3.77248e-25	33	533	399	11	194	5	195	34.3	47.6	1	2	0.0	MCA	None	PF00069,PF07714,PF13428,PF03109	PF00069,PF07714,PF08308
WP_065544059.1	WP_155315461	1.A.87.2.10	gnl|BL_ORD_ID|21994 gnl|TC-DB|WP_155315461|1.A.87.2.10 serine/threonine protein kinase [Desulfosarcina alkanivorans]	216	7.3294e-22	32	632	399	12	216	6	205	32.3	49.9	2	2	0.0	MCA	None	PF00069,PF07714,PF03109	PF00069,PF07714,PF08308
WP_065542684.1	O07585	1.A.112.2.4	gnl|BL_ORD_ID|6804 gnl|TC-DB|O07585|1.A.112.2.4 UPF0053 protein YhdP OS=Bacillus subtilis (strain 168) GN=yhdP PE=3 SV=1	438	6.34122e-55	29	437	444	5	432	6	432	97.7	95.9	4	4	2.95	CNNM	CHEBI:6635;magnesium(2+), CHEBI:23337;cobalt(2+)	PF01595,PF03471	PF01595,PF03471,PF00571,PF00571
WP_065542221.1	P37908	1.A.112.2.5	gnl|BL_ORD_ID|10144 gnl|TC-DB|P37908|1.A.112.2.5 UPF0053 inner membrane protein YfjD OS=Escherichia coli (strain K12) GN=yfjD PE=1 SV=5	412	4.69343e-70	31	426	428	10	415	11	417	95.1	94.9	4	4	4.05	CNNM	None	PF01595,PF03471,PF00571,PF00571	PF01595,PF03471,PF00571
WP_065544583.1	SES26846	1.A.112.2.7	gnl|BL_ORD_ID|20136 gnl|TC-DB|SES26846.1|1.A.112.2.7 Mg2+ and Co2+ transporter CorB, contains DUF21, CBS pair, and CorC-HlyC domains [Pseudomonas bauzanensis]	401	9.4677e-66	33	417	413	15	407	3	400	94.0	96.1	4	3	2.5	CNNM	CHEBI:6635;magnesium(2+), CHEBI:23337;cobalt(2+)	PF01595,PF03471,PF00571,PF00571	PF01595,PF03471,PF00571
WP_065541858.1	T1Y8N2	1.A.112.2.10	gnl|BL_ORD_ID|20210 gnl|TC-DB|T1Y8N2|1.A.112.2.10 Magnesium and cobalt efflux protein corC OS=Staphylococcus aureus subsp. aureus CN1 OX=1193576 GN=SAKOR_00699 PE=4 SV=1	433	9.92094e-49	27	459	449	5	434	3	423	93.5	93.5	4	4	3.7	CNNM	CHEBI:18420;magnesium(2+)	PF01595,PF03471,PF00571,PF00571	PF01595,PF00571,PF00571,PF03471
WP_065541586.1	RZD32576	1.A.115.1.2	gnl|BL_ORD_ID|19998 gnl|TC-DB|RZD32576|1.A.115.1.2 NAD-binding protein [Euryarchaeota archaeon]	240	1.75243e-18	31	252	261	2	232	6	235	91.3	87.7	2	1	0.25	Ayr1	None	PF00106,PF13561,PF08659	PF00106,PF13561,PF08659
WP_065541132.1	WP_062382148	1.A.115.1.5	gnl|BL_ORD_ID|21287 gnl|TC-DB|WP_062382148.1|1.A.115.1.5 SDR family oxidoreductase [Pseudomonas abietaniphila]	249	2.51877e-30	32	246	250	2	243	5	246	98.0	96.4	1	1	0.0	Ayr1	None	PF13561,PF00106,PF08659,PF01370	PF13561,PF00106,PF08659
WP_198168564.1	WP_062382148	1.A.115.1.5	gnl|BL_ORD_ID|21287 gnl|TC-DB|WP_062382148.1|1.A.115.1.5 SDR family oxidoreductase [Pseudomonas abietaniphila]	250	2.8505e-30	30	277	250	20	268	5	246	89.5	96.4	1	1	0.0	Ayr1	None	PF13561,PF00106,PF08659	PF13561,PF00106,PF08659
WP_198168587.1	WP_062382148	1.A.115.1.5	gnl|BL_ORD_ID|21287 gnl|TC-DB|WP_062382148.1|1.A.115.1.5 SDR family oxidoreductase [Pseudomonas abietaniphila]	96	1.10023e-12	39	173	250	80	168	150	245	50.9	38.0	1	1	0.75	Ayr1	None	PF13561,PF00106	PF13561,PF00106,PF08659
WP_065542282.1	C4M3D3	1.B.8.2.12	gnl|BL_ORD_ID|2499 gnl|TC-DB|C4M3D3|1.B.8.2.12 Uncharacterized protein OS=Entamoeba histolytica GN=EHI_053160 PE=4 SV=1	308	0.000739453	21	758	505	25	321	35	311	39.1	54.7	1	1	0.0	MPP	None	PF05362,PF00004,PF13541,PF07728	NA
WP_084043556.1	WP_084871275	1.B.40.2.7	gnl|BL_ORD_ID|21519 gnl|TC-DB|WP_084871275.1|1.B.40.2.7 carbohydrate-binding domain-containing protein [Streptococcus salivarius]	544	3.10231e-52	28	584	879	25	552	129	626	90.2	56.5	1	1	0.0	AT-2	None	PF14262	PF14262,PF00746
WP_065542018.1	WP_058061651	1.C.1.2.4	gnl|BL_ORD_ID|21251 gnl|TC-DB|WP_058061651.1|1.C.1.2.4 cell envelope integrity protein TolA [Acinetobacter baumannii]	351	5.31398e-09	26	566	459	97	430	84	410	58.8	71.0	1	1	0.6	Colicin	None	NA	PF13103,PF03544
WP_065541944.1	WP_142504358	1.C.37.1.12	gnl|BL_ORD_ID|21914 gnl|TC-DB|WP_142504358.1|1.C.37.1.12 hypothetical protein [Melghirimyces algeriensis]	79	4.4252e-05	34	103	133	31	101	50	128	68.0	58.6	1	1	0.0	Lactococcin 972	None	PF09683	PF09683
WP_065543425.1	A5KMI4	1.C.105.2.8	gnl|BL_ORD_ID|524 gnl|TC-DB|A5KMI4|1.C.105.2.8 Uncharacterized protein OS=Ruminococcus torques ATCC 27756 GN=RUMTOR_01457 PE=4 SV=1	530	3.89116e-97	35	525	529	1	512	1	526	97.3	99.2	2	3	1.2	Vip3	None	PF13476,PF13514,PF13175	PF13476,PF13175,PF13514
WP_065543863.1	A4VGV1	1.C.113.1.3	gnl|BL_ORD_ID|453 gnl|TC-DB|A4VGV1|1.C.113.1.3 Channel protein, hemolysin III family OS=Pseudomonas stutzeri (strain A1501) GN=PST_0496 PE=4 SV=1	207	4.71882e-51	43	220	205	10	216	8	205	93.6	96.1	7	7	5.6	Hly III	CHEBI:25367;molecule	PF03006	PF03006
WP_065540789.1	I6T8M5	1.E.14.1.15	gnl|BL_ORD_ID|5356 gnl|TC-DB|I6T8M5|1.E.14.1.15 Putative murein hydrolase regulator LrgA OS=Streptococcus mutans GS-5 GN=SMUGS5_07685 PE=4 SV=1	112	1.49681e-18	36	123	120	1	112	1	112	90.2	92.5	3	3	3.1	CidA/LrgA Holin	None	PF03788	PF03788
WP_065542392.1	Q24LG4	1.E.29.1.2	gnl|BL_ORD_ID|13159 gnl|TC-DB|Q24LG4|1.E.29.1.2 Putative holin OS=Clostridium phage phiCD119 PE=4 SV=1	92	3.64388e-08	28	97	85	1	92	1	79	93.8	91.8	3	2	1.8	Hol44	None	PF16079	PF16079
WP_033143733.1	RYS64810	1.E.29.1.5	gnl|BL_ORD_ID|19991 gnl|TC-DB|RYS64810|1.E.29.1.5 holin [Turicibacter sanguinis]	84	2.98296e-24	50	100	89	1	84	1	82	83.0	91.0	3	2	1.75	Hol44	None	PF16079	PF16079
WP_065544184.1	D4LW32	1.E.52.1.1	gnl|BL_ORD_ID|3235 gnl|TC-DB|D4LW32|1.E.52.1.1 Holin, BlyA family OS=Ruminococcus obeum A2-162 GN=CK5_02040 PE=4 SV=1	55	8.14398e-19	64	55	59	1	55	5	59	98.2	91.5	1	1	1.0	FFPP-Hol	None	PF16982	PF16982
WP_065542244.1	Q54CA6	1.I.1.1.5	gnl|BL_ORD_ID|14026 gnl|TC-DB|Q54CA6|1.I.1.1.5 Reticulon-like protein OS=Dictyostelium discoideum OX=44689 GN=DDB0191769 PE=4 SV=1	82	3.57177e-08	37	174	316	62	143	9	85	46.6	24.1	1	4	0.0	NPC	CHEBI:14911;protein, CHEBI:8755;(ribonucleotide)n+m	NA	PF02453
WP_171287338.1	P39843	2.A.1.2.8	gnl|BL_ORD_ID|10311 gnl|TC-DB|P39843|2.A.1.2.8 Multidrug resistance protein 2 (Multidrug-efflux transporter 2) - Bacillus subtilis.	388	1.79078e-67	32	386	400	3	385	8	394	99.0	96.5	12	12	9.95	MFS	CHEBI:383703;3,6-diamino-10-methylacridinium chloride, CHEBI:4883;ethidium bromide, CHEBI:5584;hydron, CHEBI:9218;spermidine, CHEBI:3603;chloramphenicol, CHEBI:87211;fluoroquinolone antibiotic	PF07690,PF00083,PF12832	PF07690,PF07690,PF13347,PF13347,PF00083,PF12832,PF12832
WP_065544821.1	O69759	2.A.1.4.10	gnl|BL_ORD_ID|7498 gnl|TC-DB|O69759|2.A.1.4.10 2-phosphonopropionate transporter OS=Pseudomonas fluorescens GN=phnB PE=4 SV=1	402	3.8585e-26	27	421	428	22	410	33	427	92.2	92.1	12	12	9.8	MFS	CHEBI:57488;hydrogen phosphonatoacetate(2-), CHEBI:17272;propionate	PF07690	PF07690
WP_065544349.1	Q9ZE92	2.A.1.4.11	gnl|BL_ORD_ID|19602 gnl|TC-DB|Q9ZE92|2.A.1.4.11 GLYCEROL-3-PHOSPHATE TRANSPORTER (GlpT) OS=Rickettsia prowazekii (strain Madrid E) GN=RP054 PE=4 SV=1	392	2.28456e-20	21	413	429	18	391	32	415	90.3	89.3	12	12	8.7	MFS	CHEBI:57597;sn-glycerol 3-phosphate(2-), CHEBI:10648;sn-glycerol 3-phosphate	PF07690	PF07690,PF07690
WP_065540703.1	Q08280	2.A.1.7.13	gnl|BL_ORD_ID|12331 gnl|TC-DB|Q08280|2.A.1.7.13 Bypass of stop codon protein 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BSC6 PE=1 SV=1	412	4.58989e-16	21	406	497	1	384	76	481	94.3	81.5	12	12	8.85	MFS	None	PF07690,PF07690	PF07690
WP_065542755.1	Q89YS8	2.A.1.7.18	gnl|BL_ORD_ID|15937 gnl|TC-DB|Q89YS8|2.A.1.7.18 Glucose/galactose transporter OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482) GN=BT_4653 PE=4 SV=1	385	3.69441e-11	23	408	415	21	375	15	387	86.8	89.6	12	12	7.95	MFS	CHEBI:28009;N-acetyl-beta-D-glucosamine	PF07690	PF07690
WP_084043760.1	Q51330	2.A.1.11.1	gnl|BL_ORD_ID|13925 gnl|TC-DB|Q51330|2.A.1.11.1 OXALATE:FORMATE ANTIPORT PROTEIN - Oxalobacter formigenes.	420	3.76329e-36	27	415	418	3	414	10	416	99.0	97.1	12	11	8.6	MFS	None	PF07690	PF07690,PF07690
WP_065541674.1	Q7BKK4	2.A.1.21.22	gnl|BL_ORD_ID|15398 gnl|TC-DB|Q7BKK4|2.A.1.21.22 Macrolide efflux protein E OS=Streptococcus pneumoniae GN=mefE PE=4 SV=1	387	9.3348e-65	31	397	405	4	387	5	391	96.5	95.3	12	12	11.75	MFS	CHEBI:25106;macrolide, CHEBI:4841;erythromycin A	PF07690,PF05977	PF07690,PF07690,PF05977
WP_065542731.1	Q7BKK4	2.A.1.21.22	gnl|BL_ORD_ID|15398 gnl|TC-DB|Q7BKK4|2.A.1.21.22 Macrolide efflux protein E OS=Streptococcus pneumoniae GN=mefE PE=4 SV=1	392	6.58143e-38	27	436	405	1	379	1	373	86.7	91.9	10	12	6.75	MFS	CHEBI:25106;macrolide, CHEBI:4841;erythromycin A	PF07690,PF05977	PF07690,PF07690,PF05977
WP_084043601.1	Q7BKK4	2.A.1.21.22	gnl|BL_ORD_ID|15398 gnl|TC-DB|Q7BKK4|2.A.1.21.22 Macrolide efflux protein E OS=Streptococcus pneumoniae GN=mefE PE=4 SV=1	202	5.65196e-14	26	228	405	1	202	77	275	88.2	48.9	5	12	4.75	MFS	CHEBI:25106;macrolide, CHEBI:4841;erythromycin A	PF07690	PF07690,PF07690,PF05977
WP_065541516.1	Q1CWQ3	2.A.1.24.4	gnl|BL_ORD_ID|12859 gnl|TC-DB|Q1CWQ3|2.A.1.24.4 Major facilitator family transporter OS=Myxococcus xanthus (strain DK 1622) GN=MXAN_7057 PE=4 SV=1	405	8.52414e-71	31	411	458	9	406	16	419	96.6	88.0	12	12	9.15	MFS	None	PF11700,PF07690	PF11700,PF07690
WP_065542739.1	P32135	2.A.1.52.1	gnl|BL_ORD_ID|9817 gnl|TC-DB|P32135|2.A.1.52.1 Inner membrane protein yihN - Escherichia coli.	413	7.60472e-49	27	415	421	6	410	5	414	97.3	97.1	12	12	10.05	MFS	None	PF07690	PF07690
WP_065544262.1	P32135	2.A.1.52.1	gnl|BL_ORD_ID|9817 gnl|TC-DB|P32135|2.A.1.52.1 Inner membrane protein yihN - Escherichia coli.	84	9.2939e-12	37	88	421	3	86	332	415	94.3	19.7	2	12	1.85	MFS	None	NA	PF07690
WP_065543040.1	F4TJX1	2.A.1.52.2	gnl|BL_ORD_ID|4301 gnl|TC-DB|F4TJX1|2.A.1.52.2 Inner membrane protein YqcE OS=Escherichia coli M718 GN=ECJG_01089 PE=4 SV=1	408	2.16062e-50	27	416	425	7	408	3	407	96.4	95.1	12	12	10.4	MFS	None	PF07690	PF07690
WP_065540711.1	A6UVW2	2.A.1.59.1	gnl|BL_ORD_ID|645 gnl|TC-DB|A6UVW2|2.A.1.59.1 Major facilitator superfamily MFS_1 OS=Methanococcus aeolicus (strain Nankai-3 / ATCC BAA-1280) GN=Maeo_1056 PE=4 SV=1	380	4.91193e-10	21	422	396	42	415	34	392	88.4	90.4	11	12	6.75	MFS	None	PF07690,PF07690,PF12832	PF07690,PF07690,PF12832
WP_065544365.1	WP_087702834	2.A.1.62.4	gnl|BL_ORD_ID|21545 gnl|TC-DB|WP_087702834.1|2.A.1.62.4 MFS transporter [Clostridium diolis]	408	3.12818e-64	31	427	406	7	406	3	400	93.4	97.8	12	12	10.55	MFS	None	PF07690,PF05977	PF07690,PF05977
WP_065542948.1	WP_087702834	2.A.1.62.4	gnl|BL_ORD_ID|21545 gnl|TC-DB|WP_087702834.1|2.A.1.62.4 MFS transporter [Clostridium diolis]	66	0.000126336	23	75	406	10	75	4	69	86.7	16.0	2	12	2.15	MFS	None	NA	PF07690,PF05977
WP_065543565.1	Q8R7B7	2.A.1.65.8	gnl|BL_ORD_ID|16718 gnl|TC-DB|Q8R7B7|2.A.1.65.8 Permeases of the major facilitator superfamily OS=Thermoanaerobacter tengcongensis GN=ProP12 PE=4 SV=1	379	1.53685e-27	25	409	382	6	375	4	370	90.2	95.8	12	12	8.75	MFS	None	PF12832,PF07690	PF12832,PF07690,PF03825,PF01306
WP_065542087.1	WP_067048909	2.A.1.68.2	gnl|BL_ORD_ID|21323 gnl|TC-DB|WP_067048909.1|2.A.1.68.2 MFS transporter [Methanofollis ethanolicus]	355	4.03644e-30	26	391	409	16	356	17	364	87.0	84.8	12	12	11.15	MFS	None	PF07690	PF07690,PF07690
WP_157766949.1	WP_033141934	2.A.1.68.3	gnl|BL_ORD_ID|21017 gnl|TC-DB|WP_033141934.1|2.A.1.68.3 MFS transporter [Blautia producta]	157	4.45531e-95	92	175	408	6	162	49	205	89.1	38.2	5	12	5.2	MFS	None	PF07690,PF00083,PF06609	PF07690,PF00083
WP_065541967.1	Q1DA07	2.A.1.86.1	gnl|BL_ORD_ID|12945 gnl|TC-DB|Q1DA07|2.A.1.86.1 Putative membrane protein OS=Myxococcus xanthus (strain DK 1622) GN=MXAN_2295 PE=4 SV=1	497	8.78705e-37	26	522	731	24	500	242	718	91.2	65.1	7	13	6.05	MFS	None	PF01564	PF01564
WP_065544894.1	P0CE45	2.A.2.3.1	gnl|BL_ORD_ID|8933 gnl|TC-DB|P0CE45|2.A.2.3.1 Glucuronide carrier protein OS=Escherichia coli (strain K12) GN=uidB PE=1 SV=1	456	2.53354e-67	32	467	457	13	465	8	446	96.8	95.8	11	11	7.45	GPH	CHEBI:10404;beta-D-glucosiduronic acid	PF13347	PF13347,PF07690
WP_065540876.1	P94488	2.A.2.3.2	gnl|BL_ORD_ID|11711 gnl|TC-DB|P94488|2.A.2.3.2 Hypothetical symporter IN GLNA-XYNB intergenic region - Bacillus subtilis.	454	1.97362e-65	31	460	463	2	452	4	452	97.8	96.8	12	12	9.5	GPH	CHEBI:35312;pentoside	PF13347,PF07690	PF13347,PF07690
WP_065544037.1	P96792	2.A.2.3.3	gnl|BL_ORD_ID|11756 gnl|TC-DB|P96792|2.A.2.3.3 PUTATIVE XYLOSE-PROTON SYMPORTER (XYLOSE TRANSPORTER) - Lactobacillus pentosus.	455	6.52207e-75	32	465	479	18	462	29	470	95.5	92.1	11	11	10.5	GPH	None	PF13347,PF07690	PF13347,PF07690,PF07690
WP_065544810.1	P96792	2.A.2.3.3	gnl|BL_ORD_ID|11756 gnl|TC-DB|P96792|2.A.2.3.3 PUTATIVE XYLOSE-PROTON SYMPORTER (XYLOSE TRANSPORTER) - Lactobacillus pentosus.	465	4.73709e-74	31	463	479	5	459	18	469	98.1	94.2	12	11	9.95	GPH	None	PF13347,PF07690	PF13347,PF07690,PF07690
WP_065544502.1	P96792	2.A.2.3.3	gnl|BL_ORD_ID|11756 gnl|TC-DB|P96792|2.A.2.3.3 PUTATIVE XYLOSE-PROTON SYMPORTER (XYLOSE TRANSPORTER) - Lactobacillus pentosus.	462	1.31259e-73	30	463	479	6	460	19	470	98.1	94.2	12	11	10.0	GPH	None	PF13347,PF07690	PF13347,PF07690,PF07690
WP_065542899.1	P96792	2.A.2.3.3	gnl|BL_ORD_ID|11756 gnl|TC-DB|P96792|2.A.2.3.3 PUTATIVE XYLOSE-PROTON SYMPORTER (XYLOSE TRANSPORTER) - Lactobacillus pentosus.	456	1.56928e-71	31	452	479	2	451	24	471	99.3	93.3	12	11	9.65	GPH	None	PF13347,PF07690	PF13347,PF07690,PF07690
WP_065542047.1	P96792	2.A.2.3.3	gnl|BL_ORD_ID|11756 gnl|TC-DB|P96792|2.A.2.3.3 PUTATIVE XYLOSE-PROTON SYMPORTER (XYLOSE TRANSPORTER) - Lactobacillus pentosus.	449	1.27141e-64	29	465	479	12	458	24	464	95.9	91.9	12	11	8.15	GPH	None	PF13347,PF07690	PF13347,PF07690,PF07690
WP_065540763.1	P96792	2.A.2.3.3	gnl|BL_ORD_ID|11756 gnl|TC-DB|P96792|2.A.2.3.3 PUTATIVE XYLOSE-PROTON SYMPORTER (XYLOSE TRANSPORTER) - Lactobacillus pentosus.	448	9.5224e-64	30	697	479	25	470	27	464	63.8	91.2	10	11	8.1	GPH	None	PF13347,PF13189	PF13347,PF07690,PF07690
WP_065543296.1	P96792	2.A.2.3.3	gnl|BL_ORD_ID|11756 gnl|TC-DB|P96792|2.A.2.3.3 PUTATIVE XYLOSE-PROTON SYMPORTER (XYLOSE TRANSPORTER) - Lactobacillus pentosus.	449	4.12433e-59	28	449	479	9	447	31	471	97.6	91.9	12	11	9.85	GPH	None	PF13347	PF13347,PF07690,PF07690
WP_065541807.1	P96792	2.A.2.3.3	gnl|BL_ORD_ID|11756 gnl|TC-DB|P96792|2.A.2.3.3 PUTATIVE XYLOSE-PROTON SYMPORTER (XYLOSE TRANSPORTER) - Lactobacillus pentosus.	438	1.51988e-56	29	458	479	14	444	31	455	93.9	88.5	12	11	9.05	GPH	None	PF13347,PF07690	PF13347,PF07690,PF07690
WP_065542567.1	P96792	2.A.2.3.3	gnl|BL_ORD_ID|11756 gnl|TC-DB|P96792|2.A.2.3.3 PUTATIVE XYLOSE-PROTON SYMPORTER (XYLOSE TRANSPORTER) - Lactobacillus pentosus.	459	2.99492e-24	24	472	479	2	450	9	450	94.9	92.1	12	11	8.0	GPH	None	PF13347	PF13347,PF07690,PF07690
WP_065543316.1	P96792	2.A.2.3.3	gnl|BL_ORD_ID|11756 gnl|TC-DB|P96792|2.A.2.3.3 PUTATIVE XYLOSE-PROTON SYMPORTER (XYLOSE TRANSPORTER) - Lactobacillus pentosus.	452	1.1255e-21	22	473	479	9	452	24	450	93.7	88.9	12	11	7.05	GPH	None	PF13347	PF13347,PF07690,PF07690
WP_157766972.1	P96792	2.A.2.3.3	gnl|BL_ORD_ID|11756 gnl|TC-DB|P96792|2.A.2.3.3 PUTATIVE XYLOSE-PROTON SYMPORTER (XYLOSE TRANSPORTER) - Lactobacillus pentosus.	158	2.41167e-19	34	171	479	14	166	313	467	88.9	32.2	3	11	2.65	GPH	None	PF13347,PF07690	PF13347,PF07690,PF07690
WP_065542937.1	P96792	2.A.2.3.3	gnl|BL_ORD_ID|11756 gnl|TC-DB|P96792|2.A.2.3.3 PUTATIVE XYLOSE-PROTON SYMPORTER (XYLOSE TRANSPORTER) - Lactobacillus pentosus.	458	3.58765e-16	24	459	479	15	451	34	473	95.0	91.6	12	11	9.4	GPH	None	PF13347	PF13347,PF07690,PF07690
WP_084043622.1	P96792	2.A.2.3.3	gnl|BL_ORD_ID|11756 gnl|TC-DB|P96792|2.A.2.3.3 PUTATIVE XYLOSE-PROTON SYMPORTER (XYLOSE TRANSPORTER) - Lactobacillus pentosus.	121	1.78086e-05	24	174	479	1	121	73	192	69.0	24.8	3	11	2.7	GPH	None	PF13347	PF13347,PF07690,PF07690
WP_157123510.1	P75683	2.A.2.3.5	gnl|BL_ORD_ID|11396 gnl|TC-DB|P75683|2.A.2.3.5 Hypothetical symporter yagG - Escherichia coli.	75	5.79536e-06	32	114	460	24	96	354	428	63.2	16.1	3	11	2.05	GPH	None	PF13347	PF13347,PF07690
WP_065540716.1	A1S5F2	2.A.2.3.6	gnl|BL_ORD_ID|195 gnl|TC-DB|A1S5F2|2.A.2.3.6 Sugar (Glycoside-Pentoside-Hexuronide) transporter OS=Shewanella amazonensis (strain ATCC BAA-1098 / SB2B) GN=Sama_1401 PE=4 SV=1	462	7.13887e-18	24	456	444	10	456	2	429	97.8	96.2	12	11	7.65	GPH	CHEBI:3522;cellobiose	PF13347	PF13347,PF07690
WP_084043633.1	Q8R706	2.A.3.3.22	gnl|BL_ORD_ID|16717 gnl|TC-DB|Q8R706|2.A.3.3.22 Amino acid transporters OS=Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4) GN=PotE6 PE=4 SV=1	441	2.4606e-46	27	495	475	9	433	29	458	85.7	90.3	13	13	8.55	APC	CHEBI:2642;alpha-amino acid	PF13520,PF00324	PF13520,PF00324,PF13906
WP_065543116.1	Q8R706	2.A.3.3.22	gnl|BL_ORD_ID|16717 gnl|TC-DB|Q8R706|2.A.3.3.22 Amino acid transporters OS=Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4) GN=PotE6 PE=4 SV=1	450	1.38824e-26	25	451	475	9	435	28	459	94.5	90.7	12	13	7.1	APC	CHEBI:2642;alpha-amino acid	PF13520,PF00324	PF13520,PF00324,PF13906
