#Query_id	Hit_xid	Hit_tcid	Hit_desc	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam
WP_017409264.1	P0A742	1.A.22.1.1	gnl|BL_ORD_ID|8609 gnl|TC-DB|P0A742|1.A.22.1.1 Large-conductance mechanosensitive channel - Escherichia coli.	135	1.77288e-60	64	135	136	1	135	1	135	99.3	98.5	2	2	2.45	MscL	CHEBI:24870;ion, CHEBI:25728;osmolyte	PF01741	PF01741
WP_201974580.1	P77338	1.A.23.1.1	gnl|BL_ORD_ID|11505 gnl|TC-DB|P77338|1.A.23.1.1 POTASSIUM EFFLUX SYSTEM KEFA (AEFA PROTEIN) - Escherichia coli.	1083	0.0	46	1107	1120	19	1088	22	1102	96.6	96.4	12	11	5.5	MscS	CHEBI:24870;ion, CHEBI:3731;chloride, CHEBI:8345;potassium(1+), CHEBI:5585;water	PF12794,PF00924,PF12795	PF12794,PF12795,PF00924
WP_017409215.1	P39285	1.A.23.1.3	gnl|BL_ORD_ID|10253 gnl|TC-DB|P39285|1.A.23.1.3 Uncharacterized mscS family protein yjeP OS=Escherichia coli (strain K12) GN=yjeP PE=3 SV=3	1085	0.0	39	1092	1107	19	1089	20	1083	98.0	96.0	12	13	7.3	MscS	CHEBI:24870;ion, CHEBI:25367;molecule	PF12794,PF00924,PF12795	PF12794,PF00924,PF12795
WP_011704177.1	P0C0S1	1.A.23.2.1	gnl|BL_ORD_ID|8876 gnl|TC-DB|P0C0S1|1.A.23.2.1 Small-conductance mechanosensitive channel - Escherichia coli.	270	2.84851e-94	50	278	286	6	275	10	279	96.8	94.1	6	4	3.5	MscS	CHEBI:24870;ion	PF00924,PF05552	PF00924,PF05552
WP_011707327.1	P0AAT4	1.A.23.4.5	gnl|BL_ORD_ID|8685 gnl|TC-DB|P0AAT4|1.A.23.4.5 Miniconductance mechanosensitive channel OS=Escherichia coli (strain K12) GN=mscM PE=1 SV=1	397	2.45789e-166	59	413	415	13	409	13	408	95.9	95.2	4	4	3.9	MscS	CHEBI:24870;ion, CHEBI:25367;molecule	PF00924	PF00924
WP_024946063.1	P71915	1.A.23.5.1	gnl|BL_ORD_ID|11330 gnl|TC-DB|P71915|1.A.23.5.1 PROBABLE CONSERVED TRANSMEMBRANE PROTEIN - Mycobacterium tuberculosis.	463	2.86182e-25	24	508	481	31	484	38	464	89.2	88.6	4	5	2.9	MscS	CHEBI:24870;ion	PF00924,PF00027	PF00924,PF00027
WP_029301879.1	WP_076580323	1.A.23.8.4	gnl|BL_ORD_ID|21440 gnl|TC-DB|WP_076580323.1|1.A.23.8.4 mechanosensitive ion channel protein MscS [Haloterrigena daqingensis]	157	3.28234e-05	24	172	254	7	161	105	252	89.5	57.9	3	5	1.95	MscS	None	PF00924	PF00924,PF05552
WP_011706633.1	Q52398	1.A.26.1.4	gnl|BL_ORD_ID|13956 gnl|TC-DB|Q52398|1.A.26.1.4 MGTE PROTEIN - Providencia stuartii.	317	1.52548e-113	55	447	356	129	445	38	354	70.7	88.8	5	4	4.1	MgtE	CHEBI:6635;magnesium(2+), CHEBI:23337;cobalt(2+)	PF01769,PF00571	PF01769,PF00571
WP_011705622.1	A2C579	1.A.26.1.6	gnl|BL_ORD_ID|229 gnl|TC-DB|A2C579|1.A.26.1.6 Magnesium transporter MgtE OS=Prochlorococcus marinus (strain NATL1A) OX=167555 GN=mgtE PE=3 SV=1	135	6.62661e-09	30	148	469	3	131	149	267	86.5	25.2	1	5	0.0	MgtE	CHEBI:6635;magnesium(2+)	PF00571,PF00571	PF01769,PF03448,PF00571,PF00571
WP_039213006.1	Q8EAE0	1.A.26.1.7	gnl|BL_ORD_ID|16064 gnl|TC-DB|Q8EAE0|1.A.26.1.7 Magnesium transporter MgtE OS=Shewanella oneidensis (strain MR-1) OX=211586 GN=SO_3966 PE=3 SV=1	422	1.22286e-105	39	474	454	53	474	32	453	88.8	92.7	5	5	5.05	MgtE	CHEBI:23337;cobalt(2+), CHEBI:34754;iron(2+)	PF01769,PF03448,PF00571	PF03448,PF01769,PF00571,PF00571
WP_206818684.1	O06874	1.A.30.1.2	gnl|BL_ORD_ID|6765 gnl|TC-DB|O06874|1.A.30.1.2 POMB - Vibrio alginolyticus.	305	1.65381e-132	63	299	315	3	293	7	311	97.0	96.5	1	1	0.9	Mot/Exb	CHEBI:9175;sodium(1+)	PF00691,PF13677	PF13677,PF00691
WP_011707085.1	O06873	1.A.30.1.2	gnl|BL_ORD_ID|6764 gnl|TC-DB|O06873|1.A.30.1.2 Chemotaxis pomA protein - Vibrio alginolyticus.	247	6.44402e-115	66	252	253	1	247	1	247	97.6	97.2	4	4	3.75	Mot/Exb	CHEBI:9175;sodium(1+)	PF01618	PF01618
WP_011705668.1	Q8E9J0	1.A.30.1.5	gnl|BL_ORD_ID|16062 gnl|TC-DB|Q8E9J0|1.A.30.1.5 Chemotaxis motA protein OS=Shewanella oneidensis GN=motA PE=3 SV=1	242	2.23389e-127	72	252	244	1	242	1	242	95.6	98.8	3	3	3.65	Mot/Exb	CHEBI:5584;hydron	PF01618,PF20560	PF01618,PF20560
WP_011705667.1	Q8E9J1	1.A.30.1.5	gnl|BL_ORD_ID|16063 gnl|TC-DB|Q8E9J1|1.A.30.1.5 Chemotaxis motB protein OS=Shewanella oneidensis GN=motB PE=4 SV=1	287	1.67731e-86	45	291	275	3	288	2	273	97.9	98.5	1	1	1.15	Mot/Exb	CHEBI:5584;hydron	PF13677,PF00691	PF00691,PF13677
WP_024943899.1	Q8E9J0	1.A.30.1.5	gnl|BL_ORD_ID|16062 gnl|TC-DB|Q8E9J0|1.A.30.1.5 Chemotaxis motA protein OS=Shewanella oneidensis GN=motA PE=3 SV=1	243	1.39729e-68	45	245	244	1	243	1	243	98.8	99.2	3	3	3.1	Mot/Exb	CHEBI:5584;hydron	PF01618	PF01618,PF20560
WP_206819622.1	Q8E9J1	1.A.30.1.5	gnl|BL_ORD_ID|16063 gnl|TC-DB|Q8E9J1|1.A.30.1.5 Chemotaxis motB protein OS=Shewanella oneidensis GN=motB PE=4 SV=1	258	1.92718e-30	28	308	275	13	257	10	263	79.2	92.0	2	1	0.75	Mot/Exb	CHEBI:5584;hydron	PF00691,PF13677	PF00691,PF13677
WP_011707366.1	P0ABU9	1.A.30.2.2	gnl|BL_ORD_ID|8725 gnl|TC-DB|P0ABU9|1.A.30.2.2 Protein tolQ - Escherichia coli.	218	6.09347e-97	62	229	230	4	221	3	220	94.8	94.3	3	3	3.0	Mot/Exb	CHEBI:9175;sodium(1+), CHEBI:5584;hydron	PF01618	PF01618
WP_011707365.1	P0ABV8	1.A.30.2.2	gnl|BL_ORD_ID|8727 gnl|TC-DB|P0ABV8|1.A.30.2.2 Protein tolR OS=Escherichia coli O157:H7 GN=tolR PE=3 SV=1	143	2.86236e-27	41	148	142	6	147	7	142	95.3	95.1	1	1	1.1	Mot/Exb	CHEBI:9175;sodium(1+), CHEBI:5584;hydron	PF02472	PF02472
WP_206817696.1	P0ABU9	1.A.30.2.2	gnl|BL_ORD_ID|8725 gnl|TC-DB|P0ABU9|1.A.30.2.2 Protein tolQ - Escherichia coli.	202	9.25788e-25	35	251	230	24	212	16	204	74.9	81.7	3	3	3.2	Mot/Exb	CHEBI:9175;sodium(1+), CHEBI:5584;hydron	PF01618	PF01618
WP_011707201.1	Q1DFL7	1.A.30.2.3	gnl|BL_ORD_ID|12965 gnl|TC-DB|Q1DFL7|1.A.30.2.3 TonB system transport protein ExbB/TolQ OS=Myxococcus xanthus (strain DK 1622) GN=MXAN_0275 PE=3 SV=1	91	8.36163e-13	38	175	250	74	161	108	198	49.7	36.0	3	3	2.15	Mot/Exb	CHEBI:5584;hydron	PF01618	PF01618
WP_044800135.1	Q1D0D2	1.A.30.2.7	gnl|BL_ORD_ID|12886 gnl|TC-DB|Q1D0D2|1.A.30.2.7 Transport energizing protein TolR OS=Myxococcus xanthus (strain DK 1622) GN=tolR PE=3 SV=1	128	3.20246e-26	38	139	153	10	137	8	134	91.4	82.4	1	1	1.1	Mot/Exb	CHEBI:5584;hydron	PF02472	PF02472
WP_206819030.1	Q8F192	1.A.30.2.9	gnl|BL_ORD_ID|16122 gnl|TC-DB|Q8F192|1.A.30.2.9 Biopolymer transport protein TolQ OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) GN=tolQ PE=3 SV=1	85	2.07177e-13	40	176	270	73	157	159	243	47.7	31.1	3	4	1.95	Mot/Exb	CHEBI:5584;hydron	PF01618	PF01618
WP_011707897.1	P72603	1.A.30.2.10	gnl|BL_ORD_ID|11350 gnl|TC-DB|P72603|1.A.30.2.10 Sll1405 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=sll1405 PE=3 SV=1	137	2.53509e-21	32	133	142	2	133	5	141	98.5	95.8	1	1	0.95	Mot/Exb	None	PF02472	PF02472
WP_010633018.1	P72603	1.A.30.2.10	gnl|BL_ORD_ID|11350 gnl|TC-DB|P72603|1.A.30.2.10 Sll1405 protein OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=sll1405 PE=3 SV=1	130	2.70782e-21	33	135	142	4	132	10	139	94.8	90.8	1	1	0.9	Mot/Exb	None	PF02472	PF02472
WP_206819031.1	Q6MQP0	1.A.30.3.3	gnl|BL_ORD_ID|14947 gnl|TC-DB|Q6MQP0|1.A.30.3.3 Putative adventurous gliding motility protein R OS=Bdellovibrio bacteriovorus (strain ATCC 15356 / DSM 50701 / NCIB 9529 / HD100) GN=aglR PE=3 SV=1	149	5.69498e-19	34	435	248	281	414	77	223	30.6	58.9	4	3	1.7	Mot/Exb	CHEBI:5584;hydron	PF01618	PF01618
WP_011707200.1	Q6MKL1	1.A.30.3.4	gnl|BL_ORD_ID|14906 gnl|TC-DB|Q6MKL1|1.A.30.3.4 Adventurous gliding motility protein R OS=Bdellovibrio bacteriovorus (strain ATCC 15356 / DSM 50701 / NCIB 9529 / HD100) GN=aglR PE=3 SV=1	206	6.84386e-16	28	457	244	236	437	21	210	44.0	77.5	3	3	1.9	Mot/Exb	CHEBI:5584;hydron	PF01618	PF01618
WP_011705843.1	P0ABI4	1.A.35.1.1	gnl|BL_ORD_ID|8705 gnl|TC-DB|P0ABI4|1.A.35.1.1 Magnesium transport protein corA - Escherichia coli.	320	7.95292e-77	42	315	316	1	315	1	316	99.7	99.7	2	2	1.85	MIT	CHEBI:6635;magnesium(2+), CHEBI:23337;cobalt(2+), CHEBI:25517;nickel(2+)	PF01544	PF01544
WP_029301878.1	Q9EYX5	1.A.35.4.1	gnl|BL_ORD_ID|17930 gnl|TC-DB|Q9EYX5|1.A.35.4.1 Zinc transport protein (Putative Zn transport protein) - Salmonella typhimurium.	314	1.6978e-116	51	330	327	16	329	13	326	94.8	95.7	2	2	2.0	MIT	CHEBI:3290;cadmium(2+), CHEBI:10113;zinc(2+)	PF01544	PF01544
WP_206819067.1	F0LJH3	1.A.43.1.7	gnl|BL_ORD_ID|4085 gnl|TC-DB|F0LJH3|1.A.43.1.7 Putative fluoride ion transporter CrcB OS=Thermococcus barophilus (strain DSM 11836 / MP) GN=crcB PE=3 SV=1	116	9.99517e-25	42	125	118	5	120	2	115	92.0	95.8	4	4	3.95	Fluc	CHEBI:17051;fluoride	PF02537	PF02537
WP_024946450.1	I7MT28	1.A.62.2.2	gnl|BL_ORD_ID|5425 gnl|TC-DB|I7MT28|1.A.62.2.2 Uncharacterized protein OS=Yersinia pestis PY-02 GN=YPPY02_3851 PE=4 SV=1	202	1.78123e-73	55	210	204	8	208	2	203	95.2	98.5	7	7	5.95	TRIC	CHEBI:6528;long-chain fatty acid	PF03458,PF03458	PF03458,PF03458
WP_011705141.1	P0AGM2	1.A.62.2.3	gnl|BL_ORD_ID|8869 gnl|TC-DB|P0AGM2|1.A.62.2.3 UPF0126 inner membrane protein YicG OS=Escherichia coli (strain K12) GN=yicG PE=1 SV=1	205	3.41363e-84	61	204	205	1	204	2	205	99.5	99.0	7	7	6.2	TRIC	None	PF03458,PF03458	PF03458,PF03458
WP_029302496.1	B1JFU8	1.A.77.3.9	gnl|BL_ORD_ID|1613 gnl|TC-DB|B1JFU8|1.A.77.3.9 ATP synthase I chain OS=Pseudomonas putida (strain W619) GN=PputW619_5207 PE=4 SV=1	112	7.42932e-13	30	136	135	22	133	19	129	81.6	81.5	4	4	3.4	MCU	CHEBI:3473;cation	PF03899	PF03899
WP_029301481.1	WP_189658242	1.A.104.1.4	gnl|BL_ORD_ID|22080 gnl|TC-DB|WP_189658242.1|1.A.104.1.4 flagellar biosynthesis protein FlhA [Pseudomonas kurunegalensis]	688	0.0	64	700	729	21	700	42	728	97.0	94.1	8	8	6.85	FlhA	CHEBI:5584;hydron	PF00771	PF00771
WP_011704627.1	P37908	1.A.112.2.5	gnl|BL_ORD_ID|10144 gnl|TC-DB|P37908|1.A.112.2.5 UPF0053 inner membrane protein YfjD OS=Escherichia coli (strain K12) GN=yfjD PE=1 SV=5	418	2.76293e-179	58	426	428	1	415	1	418	97.2	97.4	4	4	4.25	CNNM	None	PF01595,PF03471,PF00571	PF01595,PF03471,PF00571
WP_206818188.1	P0AE45	1.A.112.2.11	gnl|BL_ORD_ID|8772 gnl|TC-DB|P0AE45|1.A.112.2.11 UPF0053 inner membrane protein YtfL OS=Escherichia coli (strain K12) OX=83333 GN=ytfL PE=1 SV=1	424	0.0	61	439	447	5	428	3	426	96.4	94.6	4	4	3.45	CNNM	CHEBI:8650;putrescine, CHEBI:3288;cadaverine	PF01595,PF03471	PF01595,PF03471,PF00571
WP_168755757.1	W9BK01	1.A.112.2.12	gnl|BL_ORD_ID|20701 gnl|TC-DB|W9BK01|1.A.112.2.12 DUF21 domain-containing protein OS=Klebsiella pneumoniae OX=573 GN=ytfL PE=3 SV=1	430	2.29738e-73	29	430	445	3	430	5	430	99.3	95.5	4	4	3.65	CNNM	CHEBI:3345;L-canavanine, CHEBI:8650;putrescine	PF01595,PF03471,PF00571	PF01595,PF03471,PF00571
WP_171281420.1	RZD32576	1.A.115.1.2	gnl|BL_ORD_ID|19998 gnl|TC-DB|RZD32576|1.A.115.1.2 NAD-binding protein [Euryarchaeota archaeon]	267	2.73823e-31	31	281	261	1	264	1	259	93.6	98.9	1	1	0.85	Ayr1	None	PF00106,PF13561,PF08659	PF00106,PF13561,PF08659
WP_206819500.1	RZD32576	1.A.115.1.2	gnl|BL_ORD_ID|19998 gnl|TC-DB|RZD32576|1.A.115.1.2 NAD-binding protein [Euryarchaeota archaeon]	180	2.15443e-19	37	245	261	7	176	9	187	69.0	68.2	2	1	0.0	Ayr1	None	PF00106,PF13561	PF00106,PF13561,PF08659
WP_011707375.1	RZD32576	1.A.115.1.2	gnl|BL_ORD_ID|19998 gnl|TC-DB|RZD32576|1.A.115.1.2 NAD-binding protein [Euryarchaeota archaeon]	204	2.07156e-13	28	225	261	5	203	9	212	88.0	77.8	1	1	0.0	Ayr1	None	PF00106,PF13561,PF08659	PF00106,PF13561,PF08659
WP_206818997.1	WP_062382148	1.A.115.1.5	gnl|BL_ORD_ID|21287 gnl|TC-DB|WP_062382148.1|1.A.115.1.5 SDR family oxidoreductase [Pseudomonas abietaniphila]	249	2.87716e-38	37	249	250	5	246	5	246	96.8	96.4	2	1	0.15	Ayr1	None	PF13561,PF00106,PF08659	PF13561,PF00106,PF08659
WP_045789620.1	WP_062382148	1.A.115.1.5	gnl|BL_ORD_ID|21287 gnl|TC-DB|WP_062382148.1|1.A.115.1.5 SDR family oxidoreductase [Pseudomonas abietaniphila]	255	2.71383e-22	31	249	250	1	244	1	246	97.6	98.0	3	1	0.0	Ayr1	None	PF13561,PF00106	PF13561,PF00106,PF08659
WP_206818931.1	WP_062382148	1.A.115.1.5	gnl|BL_ORD_ID|21287 gnl|TC-DB|WP_062382148.1|1.A.115.1.5 SDR family oxidoreductase [Pseudomonas abietaniphila]	190	1.97083e-20	31	234	250	3	192	4	186	80.8	72.8	1	1	0.0	Ayr1	None	PF00106,PF13561,PF08659	PF13561,PF00106,PF08659
WP_011705821.1	WP_062382148	1.A.115.1.5	gnl|BL_ORD_ID|21287 gnl|TC-DB|WP_062382148.1|1.A.115.1.5 SDR family oxidoreductase [Pseudomonas abietaniphila]	249	9.56721e-20	29	246	250	3	242	8	246	97.2	95.2	3	1	0.0	Ayr1	None	PF13561,PF00106,PF08659,PF01370	PF13561,PF00106,PF08659
WP_039215927.1	J9VK71	1.B.1.1.20	gnl|BL_ORD_ID|5523 gnl|TC-DB|J9VK71|1.B.1.1.20 Porin OS=Providencia stuartii PE=3 SV=1	370	1.14986e-34	31	351	371	1	344	2	352	97.7	94.3	1	1	0.85	GBP	CHEBI:3486;cefepime, CHEBI:3500;cefoxitin, CHEBI:404903;ertapenem	PF13609	PF00267,PF13609
WP_206819197.1	Q87LZ1	1.B.1.1.30	gnl|BL_ORD_ID|15891 gnl|TC-DB|Q87LZ1|1.B.1.1.30 Outer membrane protein U OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) OX=223926 GN=ompU PE=3 SV=1	365	1.45872e-21	25	357	337	1	357	1	337	99.7	99.7	1	1	0.85	GBP	CHEBI:25367;molecule	PF13609	PF13609,PF00267
WP_172400586.1	WP_150996667	1.B.3.1.14	gnl|BL_ORD_ID|21978 gnl|TC-DB|WP_150996667.1|1.B.3.1.14 maltoporin LamB [Aeromonas veronii]	454	7.55093e-171	58	440	439	3	440	1	439	99.3	99.8	1	1	0.95	SP	CHEBI:17593;maltooligosaccharide, CHEBI:6668;maltose	PF02264	PF02264
WP_011705193.1	P0A910	1.B.6.1.1	gnl|BL_ORD_ID|8622 gnl|TC-DB|P0A910|1.B.6.1.1 Outer membrane protein A - Escherichia coli.	345	1.99022e-78	43	333	346	5	331	1	340	97.9	98.0	1	1	0.8	OOP	CHEBI:22563;anion, CHEBI:1366;resveratrol, CHEBI:7483;(S)-naringenin, CHEBI:8923;rutin	PF01389,PF00691,PF13505	PF01389,PF00691,PF13505
WP_016349944.1	P0A910	1.B.6.1.1	gnl|BL_ORD_ID|8622 gnl|TC-DB|P0A910|1.B.6.1.1 Outer membrane protein A - Escherichia coli.	348	2.52334e-75	41	340	346	4	338	1	340	98.2	98.0	1	1	0.8	OOP	CHEBI:22563;anion, CHEBI:1366;resveratrol, CHEBI:7483;(S)-naringenin, CHEBI:8923;rutin	PF01389,PF00691,PF13505	PF01389,PF00691,PF13505
WP_206819576.1	P0A910	1.B.6.1.1	gnl|BL_ORD_ID|8622 gnl|TC-DB|P0A910|1.B.6.1.1 Outer membrane protein A - Escherichia coli.	350	9.82739e-75	40	350	346	10	337	10	336	93.4	94.2	1	1	0.0	OOP	CHEBI:22563;anion, CHEBI:1366;resveratrol, CHEBI:7483;(S)-naringenin, CHEBI:8923;rutin	PF01389,PF00691,PF13505	PF01389,PF00691,PF13505
WP_011706004.1	P10384	1.B.9.1.1	gnl|BL_ORD_ID|8991 gnl|TC-DB|P10384|1.B.9.1.1 LONG-CHAIN FATTY ACID TRANSPORT PROTEIN PRECURSOR (OUTER MEMBRANE FADL PROTEIN) (OUTER MEMBRANE FLP PROTEIN) - Escherichia coli.	458	1.39796e-127	43	432	446	6	432	7	446	98.6	98.4	1	1	0.9	FadL	CHEBI:1366;resveratrol, CHEBI:7483;(S)-naringenin, CHEBI:8923;rutin	PF03349	PF03349
WP_011705056.1	P51002	1.B.10.2.1	gnl|BL_ORD_ID|10806 gnl|TC-DB|P51002|1.B.10.2.1 OUTER MEMBRANE PROTEIN OMPK PRECURSOR - Vibrio parahaemolyticus.	279	4.30433e-101	54	280	263	6	280	3	263	97.9	98.9	1	1	0.8	Tsx	CHEBI:25367;molecule	PF03502	PF03502
WP_206819258.1	P07110	1.B.11.2.1	gnl|BL_ORD_ID|8401 gnl|TC-DB|P07110|1.B.11.2.1 OUTER MEMBRANE USHER PROTEIN PAPC PRECURSOR - Escherichia coli.	835	0.0	43	844	836	26	843	17	832	96.8	97.5	1	1	0.9	FUP	None	PF00577,PF13954,PF13953	PF00577,PF13954,PF13953
WP_206819058.1	P25733	1.B.11.4.1	gnl|BL_ORD_ID|9562 gnl|TC-DB|P25733|1.B.11.4.1 CFA/I fimbrial subunit C OS=Escherichia coli GN=cfaC PE=4 SV=1	587	6.97218e-08	20	825	869	289	825	277	853	65.0	66.3	1	1	0.7	FUP	None	PF15976,PF16967	PF17271,PF16967,PF15976
WP_206819324.1	A8IBA8	1.B.12.5.2	gnl|BL_ORD_ID|815 gnl|TC-DB|A8IBA8|1.B.12.5.2 Uncharacterized protein OS=Azorhizobium caulinodans (strain ATCC 43989 / DSM 5975 / ORS 571) GN=AZC_2635 PE=4 SV=1	326	5.48117e-06	25	365	3766	53	334	1122	1433	77.0	8.3	2	1	0.0	AT-1	None	NA	PF12951,PF12951,PF12951,PF12951,PF12951,PF12951,PF12951,PF12951,PF12951,PF12951,PF12951,PF12951,PF12951,PF12951,PF12951,PF12951,PF12951,PF12951,PF12951,PF12951
WP_206818731.1	G0LBU8	1.B.14.6.11	gnl|BL_ORD_ID|4552 gnl|TC-DB|G0LBU8|1.B.14.6.11 TonB-dependent Transducer OS=Zobellia galactanivorans (strain DSM 12802 / CIP 106680 / NCIMB 13871 / Dsij) GN=zobellia_2315 PE=3 SV=1	881	1.8927e-34	24	868	976	35	861	197	969	95.2	79.1	1	1	0.0	OMR	CHEBI:25367;molecule	PF00593,PF07715	PF00593,PF07715,PF13715,PF13620
WP_011704981.1	P75733	1.B.25.1.13	gnl|BL_ORD_ID|11399 gnl|TC-DB|P75733|1.B.25.1.13 Uncharacterized protein ybfM OS=Escherichia coli (strain K12) GN=ybfM PE=4 SV=1	492	1.82548e-101	38	481	468	7	480	7	467	98.3	98.3	1	1	0.9	Opr	CHEBI:29470;2-(Biaryl)carbapenems	PF03573	PF03573
WP_039212963.1	P0A943	1.B.33.1.3	gnl|BL_ORD_ID|8629 gnl|TC-DB|P0A943|1.B.33.1.3 Protein yaeT precursor - Shigella flexneri.	828	0.0	54	807	810	1	807	1	810	99.9	99.9	1	1	1.0	OmpIP	CHEBI:8526;protein polypeptide chain	PF01103,PF07244,PF07244,PF07244,PF07244	PF01103,PF07244,PF07244,PF07244,PF07244
WP_024944077.1	P77774	1.B.33.1.3	gnl|BL_ORD_ID|11537 gnl|TC-DB|P77774|1.B.33.1.3 Hypothetical protein yfgL - Escherichia coli. 	390	3.11544e-108	42	394	392	4	393	3	392	98.7	99.2	1	1	0.9	OmpIP	CHEBI:8526;protein polypeptide chain	PF13360,PF13360,PF13360,PF13570,PF13570,PF13570,PF01011,PF01011	PF13360,PF13360,PF13360,PF01011,PF01011,PF01011,PF01011,PF01011,PF13570,PF13570,PF13570
WP_017409782.1	P0AC02	1.B.33.1.3	gnl|BL_ORD_ID|8728 gnl|TC-DB|P0AC02|1.B.33.1.3 UPF0169 lipoprotein yfiO - Escherichia coli.	235	1.125e-84	53	251	245	8	242	7	241	93.2	95.5	1	1	0.85	OmpIP	CHEBI:8526;protein polypeptide chain	PF13525,PF13512,PF13174,PF13174	PF13525,PF13512
WP_011705347.1	P0A937	1.B.33.1.3	gnl|BL_ORD_ID|8628 gnl|TC-DB|P0A937|1.B.33.1.3 Small protein A - Escherichia coli (strain K12).	102	2.05265e-22	45	112	113	1	97	1	102	85.7	89.4	1	1	0.85	OmpIP	CHEBI:8526;protein polypeptide chain	PF04355	PF04355
