#Query_id,Hit_xid,Hit_tcid,Hit_desc,Match_length,e-value,%_identity,Query_Length,Hit_Length,Q_start,Q_end,S_start,S_end,Query_Coverage,Hit_Coverage,Query_n_TMS,Hit_n_TMS,TM_Overlap_Score,Family_Abrv,Predicted_Substrate,Query_Pfam,Subject_Pfam,Fusion
YP_500893.1,P54176,1.C.113.1.1,gnl|BL_ORD_ID|10928 gnl|TC-DB|P54176|1.C.113.1.1 HEMOLYSIN III (HLY-III) - Bacillus cereus.,203,5.93698e-43,33,227,219,26,227,14,214,88.5,91.3,7,7,6.4,Hly III,CHEBI:25367;molecule,PF03006,PF03006,False
YP_500517.1,Q38020,1.E.11.1.1,"gnl|BL_ORD_ID|13390 gnl|TC-DB|Q38020|1.E.11.1.1 HOLIN - Bacteriophage phi-11, and bacteriophage 80 alpha.",145,5.06912e-101,99,145,145,1,145,1,145,99.3,99.3,2,2,2.05,f11 Holin,None,PF04531,PF04531,False
YP_500660.1,Q38613,1.E.11.1.2,gnl|BL_ORD_ID|13401 gnl|TC-DB|Q38613|1.E.11.1.2 Holin - Lactococcus lactis bacteriophage Tuc2009.,80,5.73275e-20,44,84,88,2,79,4,83,91.7,89.8,1,2,0.9,f11 Holin,None,PF04531,PF04531,False
YP_498827.1,P72358,1.E.14.1.1,gnl|BL_ORD_ID|11339 gnl|TC-DB|P72358|1.E.14.1.1 HOLIN-LIKE PROTEIN LRGA - Staphylococcus aureus.,147,1.14259e-98,100,147,147,1,147,1,147,99.3,99.3,4,4,4.25,CidA/LrgA Holin,CHEBI:25212;metabolite,PF03788,PF03788,False
YP_501308.1,P60646,1.E.14.1.2,gnl|BL_ORD_ID|11122 gnl|TC-DB|P60646|1.E.14.1.2 Holin-like protein cidA - Staphylococcus aureus (strain N315).,131,6.94296e-90,100,131,131,1,131,1,131,99.2,99.2,4,4,4.15,CidA/LrgA Holin,CHEBI:25212;metabolite,PF03788,PF03788,False
YP_500033.1,D6UAC3,1.E.31.1.2,gnl|BL_ORD_ID|3376 gnl|TC-DB|D6UAC3|1.E.31.1.2 SPP1 family prophage L54a OS=Staphylococcus aureus subsp. aureus ATCC 51811 GN=HMPREF0782_0464 PE=4 SV=1,100,2.12445e-68,100,100,115,1,100,16,115,99.0,86.1,1,1,0.7,SPP1 Holin,None,PF04688,PF04688,False
YP_498947.1,J8Z3M3,1.E.43.1.9,gnl|BL_ORD_ID|5495 gnl|TC-DB|J8Z3M3|1.E.43.1.9 Uncharacterized protein OS=Bacillus cereus HD73 PE=4 SV=1,81,2.3326799999999997e-27,52,83,82,3,83,2,82,96.4,97.6,3,3,2.55,T-A Hol,None,PF04226,PF04226,False
YP_498742.1,Q48658,2.A.1.2.5,gnl|BL_ORD_ID|13754 gnl|TC-DB|Q48658|2.A.1.2.5 LMRP INTEGRAL MEMBRANE PROTEIN - Lactococcus lactis.,410,3.6988600000000003e-32,23,416,408,4,411,7,404,97.8,97.3,12,12,8.75,MFS,"CHEBI:4883;ethidium bromide, CHEBI:5584;hydron, CHEBI:8417;pristinamycin IA, CHEBI:9474;tetracycline, CHEBI:4330;daunorubicin, CHEBI:25106;macrolide",PF07690,PF07690,False
YP_499262.1,P0A0J7,2.A.1.2.10,gnl|BL_ORD_ID|8533 gnl|TC-DB|P0A0J7|2.A.1.2.10 Quinolone resistance protein norA - Staphylococcus aureus.,388,0.0,100,388,388,1,388,1,388,99.7,99.7,12,12,11.9,MFS,"CHEBI:5584;hydron, CHEBI:35190;diterpene, CHEBI:23765;quinolone","PF07690,PF07690,PF12832,PF00083","PF07690,PF07690,PF12832,PF00083",False
YP_499505.1,Q2FZP8,2.A.1.2.44,gnl|BL_ORD_ID|13233 gnl|TC-DB|Q2FZP8|2.A.1.2.44 Probable glycolipid permease ltaA OS=Staphylococcus aureus (strain NCTC 8325) GN=ltaA PE=1 SV=2,396,0.0,100,402,396,7,402,1,396,98.3,99.7,12,12,12.8,MFS,"CHEBI:76264;1,2-diacyl-3-O-(beta-D-Glc-(1->6)-beta-D-Glc)-sn-glycerol","PF07690,PF07690","PF07690,PF07690",False
YP_500379.1,O34546,2.A.1.2.69,gnl|BL_ORD_ID|7136 gnl|TC-DB|O34546|2.A.1.2.69 Uncharacterized MFS-type transporter yttB OS=Bacillus subtilis (strain 168) GN=yttB PE=3 SV=1,392,4.38325e-145,52,393,397,3,387,1,392,97.7,98.5,12,12,11.6,MFS,None,"PF07690,PF07690,PF12832","PF07690,PF07690,PF12832",False
YP_498678.1,Q2G1N0,2.A.1.2.99,gnl|BL_ORD_ID|13240 gnl|TC-DB|Q2G1N0|2.A.1.2.99 Uncharacterized protein OS=Staphylococcus aureus (strain NCTC 8325) GN=SAOUHSC_00078 PE=4 SV=1,418,0.0,100,418,418,1,418,1,418,99.8,99.8,12,12,12.6,MFS,CHEBI:26672;siderophore,"PF07690,PF07690,PF00083,PF00083,PF12832","PF07690,PF07690,PF00083,PF00083,PF12832",False
YP_501188.1,Q9F4G1,2.A.1.2.100,"gnl|BL_ORD_ID|17953 gnl|TC-DB|Q9F4G1|2.A.1.2.100 Drug resistance transporter, Bcr/CflA subfamily OS=Staphylococcus aureus GN=tcaB PE=4 SV=1",387,6.11349e-121,47,403,402,14,398,13,399,95.3,96.0,12,12,11.15,MFS,CHEBI:23888;drug,"PF07690,PF13347,PF00083","PF07690,PF00083,PF05977",False
YP_501211.1,Q9F0Z3,2.A.1.2.101,gnl|BL_ORD_ID|17932 gnl|TC-DB|Q9F0Z3|2.A.1.2.101 Bmr-like protein SblA OS=Staphylococcus aureus GN=sblA PE=4 SV=1,375,0.0,100,375,395,1,375,21,395,99.7,94.7,11,12,12.25,MFS,None,"PF07690,PF07690,PF00083","PF07690,PF07690,PF00083",False
YP_501276.1,O34307,2.A.1.2.106,gnl|BL_ORD_ID|7124 gnl|TC-DB|O34307|2.A.1.2.106 Uncharacterized MFS-type transporter yvmA OS=Bacillus subtilis (strain 168) GN=yvmA PE=3 SV=1,362,4.7993799999999996e-79,38,387,403,8,365,12,364,92.2,87.3,12,12,11.55,MFS,None,PF07690,"PF07690,PF05977",False
YP_498699.1,Q5PU79,2.A.1.3.22,gnl|BL_ORD_ID|14452 gnl|TC-DB|Q5PU79|2.A.1.3.22 Tetracycline resistant protein Tet38 - Staphylococcus aureus.,450,0.0,100,450,450,1,450,1,450,99.8,99.8,14,14,15.1,MFS,"CHEBI:9474;tetracycline, CHEBI:27902;tetracycline",PF07690,PF07690,False
YP_499970.1,Q7A5M0,2.A.1.3.23,gnl|BL_ORD_ID|15372 gnl|TC-DB|Q7A5M0|2.A.1.3.23 Blt-like protein - Staphylococcus aureus (strain N315).,463,0.0,100,463,463,1,463,1,463,99.8,99.8,14,14,15.0,MFS,"CHEBI:4883;ethidium bromide, CHEBI:9212;sparfloxacin, CHEBI:7007;moxifloxacin, CHEBI:9474;tetracycline, CHEBI:3565;Cetrimide","PF07690,PF07690","PF07690,PF07690",False
YP_500890.1,Q5HE38,2.A.1.3.39,"gnl|BL_ORD_ID|14369 gnl|TC-DB|Q5HE38|2.A.1.3.39 Drug resistance transporter, EmrB/QacA subfamily OS=Staphylococcus aureus (strain COL) GN=SACOL2157 PE=4 SV=1",480,0.0,100,480,480,1,480,1,480,99.8,99.8,14,14,15.75,MFS,"CHEBI:8984;sodium dodecyl sulfate, CHEBI:9731;trimethoprim, CHEBI:6477;linezolid, CHEBI:3603;chloramphenicol",PF07690,PF07690,False
YP_501090.1,Q5HE38,2.A.1.3.39,"gnl|BL_ORD_ID|14369 gnl|TC-DB|Q5HE38|2.A.1.3.39 Drug resistance transporter, EmrB/QacA subfamily OS=Staphylococcus aureus (strain COL) GN=SACOL2157 PE=4 SV=1",496,1.5927099999999998e-116,38,643,480,138,633,11,479,77.0,97.5,15,14,12.2,MFS,"CHEBI:8984;sodium dodecyl sulfate, CHEBI:9731;trimethoprim, CHEBI:6477;linezolid, CHEBI:3603;chloramphenicol","PF07690,PF00083",PF07690,False
YP_498663.1,D1GUL7,2.A.1.3.59,gnl|BL_ORD_ID|3013 gnl|TC-DB|D1GUL7|2.A.1.3.59 Putative transporter protein OS=Staphylococcus aureus (strain TW20 / 0582) GN=norC PE=4 SV=1,462,0.0,99,462,462,1,462,1,462,99.8,99.8,14,14,15.35,MFS,"CHEBI:35190;diterpene, CHEBI:23765;quinolone","PF07690,PF00083",PF07690,False
YP_501201.1,D1GUL7,2.A.1.3.59,gnl|BL_ORD_ID|3013 gnl|TC-DB|D1GUL7|2.A.1.3.59 Putative transporter protein OS=Staphylococcus aureus (strain TW20 / 0582) GN=norC PE=4 SV=1,459,0.0,60,466,462,4,462,2,454,98.3,97.8,14,14,12.15,MFS,"CHEBI:35190;diterpene, CHEBI:23765;quinolone",PF07690,PF07690,False
YP_498841.1,D1GUL7,2.A.1.3.59,gnl|BL_ORD_ID|3013 gnl|TC-DB|D1GUL7|2.A.1.3.59 Putative transporter protein OS=Staphylococcus aureus (strain TW20 / 0582) GN=norC PE=4 SV=1,448,2.5546300000000003e-114,37,458,462,10,457,9,456,97.6,96.8,14,14,13.6,MFS,"CHEBI:35190;diterpene, CHEBI:23765;quinolone",PF07690,PF07690,False
YP_500892.1,Q99S97,2.A.1.3.60,gnl|BL_ORD_ID|17681 gnl|TC-DB|Q99S97|2.A.1.3.60 SA1972 protein OS=Staphylococcus aureus (strain N315) GN=SA1972 PE=4 SV=1,447,0.0,100,447,447,1,447,1,447,99.8,99.8,14,14,14.05,MFS,"CHEBI:383703;3,6-diamino-10-methylacridinium chloride, CHEBI:4883;ethidium bromide, CHEBI:7629;norfloxacin","PF07690,PF00083,PF06609","PF07690,PF00083,PF06609",False
YP_501162.1,Q7A3S4,2.A.1.3.61,gnl|BL_ORD_ID|15369 gnl|TC-DB|Q7A3S4|2.A.1.3.61 SA2203 protein OS=Staphylococcus aureus (strain N315) GN=SA2203 PE=4 SV=1,452,0.0,99,452,479,1,452,28,479,99.8,94.2,13,14,12.4,MFS,"CHEBI:8829;rhodamine 6G, CHEBI:4883;ethidium bromide, CHEBI:35268;quaternary ammonium salt, CHEBI:9502;tetraphenylphosphonium, CHEBI:5742;2'-(4-ethoxyphenyl)-5-(4-methylpiperazin-1-yl)-2,5'-bibenzimidazole, CHEBI:2496;doxorubicin, CHEBI:4330;daunorubicin, CHEBI:22582;antimicrobial agent","PF07690,PF13347",PF07690,False
YP_498780.1,P0AGC0,2.A.1.4.1,gnl|BL_ORD_ID|8857 gnl|TC-DB|P0AGC0|2.A.1.4.1 Hexose phosphate transport protein - Escherichia coli.,453,4.87393e-155,52,459,463,10,458,11,455,97.6,95.9,12,12,11.1,MFS,CHEBI:33447;phospho sugar,PF07690,PF07690,False
YP_498907.1,P08194,2.A.1.4.3,gnl|BL_ORD_ID|8454 gnl|TC-DB|P08194|2.A.1.4.3 Glycerol-3-phosphate transporter (G-3-P transporter) (G-3-P permease) - Escherichia coli.,451,0.0,57,452,452,1,451,2,442,99.6,97.3,12,12,9.1,MFS,CHEBI:14336;glycerol 1-phosphate,PF07690,PF07690,False
YP_499128.1,P0C0L7,2.A.1.6.4,gnl|BL_ORD_ID|8875 gnl|TC-DB|P0C0L7|2.A.1.6.4 Proline/betaine transporter - Escherichia coli.,448,1.06476e-113,38,466,500,7,446,14,458,94.2,88.8,12,12,9.85,MFS,"CHEBI:9175;sodium(1+), CHEBI:5584;hydron, CHEBI:26272;L-proline betaine, CHEBI:3424;carnitinium, CHEBI:3073;glycine betaine, CHEBI:7077;N,N-dimethylglycine, CHEBI:26271;proline, CHEBI:9406;taurine, CHEBI:17964;pipecolic acid, CHEBI:4756;ectoine, CHEBI:86390;3-pyridylacetic acid","PF07690,PF00083,PF13347","PF00083,PF07690,PF07690,PF08946,PF13347",False
YP_501133.1,O33854,2.A.1.8.15,gnl|BL_ORD_ID|7118 gnl|TC-DB|O33854|2.A.1.8.15 Probable nitrate transporter narT OS=Staphylococcus carnosus (strain TM300) GN=narT PE=1 SV=1,381,0.0,75,389,388,1,381,1,381,97.7,97.9,12,12,10.7,MFS,CHEBI:71263;nitrate,PF07690,PF07690,False
YP_501273.1,P42237,2.A.1.14.1,gnl|BL_ORD_ID|10449 gnl|TC-DB|P42237|2.A.1.14.1 Probable glucarate transporter (D-glucarate permease) - Bacillus subtilis.,402,1.42559e-57,31,425,455,4,387,13,410,90.1,87.3,12,12,8.55,MFS,CHEBI:14311;glucarate(2-),PF07690,"PF07690,PF07690",False
YP_499240.1,P31675,2.A.1.20.1,gnl|BL_ORD_ID|9794 gnl|TC-DB|P31675|2.A.1.20.1 Sugar efflux transporter A - Escherichia coli.,387,2.04172e-42,28,406,392,13,397,15,390,94.6,95.7,12,12,9.85,MFS,"CHEBI:45745;streptomycin, CHEBI:6104;kanamycin, CHEBI:61448;isopropyl beta-D-thiogalactopyranoside, CHEBI:25679;oligosaccharide, CHEBI:10379;beta-D-Gal-(1->3)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-D-Glc, CHEBI:6668;maltose, CHEBI:3522;cellobiose, CHEBI:6353;alpha-lactose, CHEBI:320061;methyl alpha-D-glucopyranoside, CHEBI:24163;galactoside, CHEBI:5418;glucose","PF07690,PF07690","PF07690,PF07690",False
YP_500904.1,A6QJ21,2.A.1.21.7,gnl|BL_ORD_ID|625 gnl|TC-DB|A6QJ21|2.A.1.21.7 Putative uncharacterized protein OS=Staphylococcus aureus (strain Newman) GN=NWMN_2081 PE=4 SV=1,397,0.0,100,397,397,1,397,1,397,99.7,99.7,12,12,12.5,MFS,"CHEBI:84711;staphyloferrin A, CHEBI:25106;macrolide","PF05977,PF07690,PF07690","PF05977,PF07690,PF07690",False
YP_500995.1,C2UR80,2.A.1.46.5,"gnl|BL_ORD_ID|2399 gnl|TC-DB|C2UR80|2.A.1.46.5 Quinolone resistence protein, major facilitator family transporter OS=Bacillus cereus Rock3-28 GN=bcere0019_7170 PE=4 SV=1",383,2.0855500000000003e-56,28,403,407,7,389,14,388,94.8,91.9,12,12,10.1,MFS,CHEBI:23765;quinolone,"PF07690,PF07690,PF00083","PF07690,PF07690,PF03209",False
YP_501221.1,Q2FVF2,2.A.1.46.10,gnl|BL_ORD_ID|13232 gnl|TC-DB|Q2FVF2|2.A.1.46.10 Uncharacterized protein OS=Staphylococcus aureus (strain NCTC 8325) GN=SAOUHSC_02762 PE=4 SV=1,397,0.0,100,397,397,1,397,1,397,99.7,99.7,12,12,12.05,MFS,None,"PF07690,PF07690","PF07690,PF07690",False
YP_498648.1,A8YZ14,2.A.1.62.1,gnl|BL_ORD_ID|910 gnl|TC-DB|A8YZ14|2.A.1.62.1 Possible MFS family major facilitator transporter OS=Staphylococcus aureus (strain USA300 / TCH1516) GN=USA300HOU_0099 PE=4 SV=1,406,0.0,100,406,406,1,406,1,406,99.8,99.8,12,12,12.4,MFS,None,"PF07690,PF05977","PF07690,PF05977",False
YP_501256.1,WP_087702834,2.A.1.62.4,gnl|BL_ORD_ID|21545 gnl|TC-DB|WP_087702834.1|2.A.1.62.4 MFS transporter [Clostridium diolis],414,5.80877e-22,23,397,406,7,395,1,400,97.7,98.3,8,12,8.2,MFS,None,"PF07690,PF05977","PF07690,PF05977",False
YP_499856.1,P25737,2.A.3.1.2,gnl|BL_ORD_ID|9563 gnl|TC-DB|P25737|2.A.3.1.2 Lysine-specific permease - Escherichia coli.,479,8.208449999999999e-146,46,484,489,6,479,13,487,97.7,96.9,12,12,10.8,APC,"CHEBI:5584;hydron, CHEBI:25094;lysine","PF00324,PF13520","PF00324,PF13520",False
YP_500308.1,P0AAE0,2.A.3.1.7,gnl|BL_ORD_ID|8658 gnl|TC-DB|P0AAE0|2.A.3.1.7 D-serine/D-alanine/glycine transporter - Escherichia coli.,450,7.09789e-175,52,453,470,3,448,17,466,98.2,95.5,12,12,10.8,APC,"CHEBI:5584;hydron, CHEBI:4087;D-alanine, CHEBI:4245;D-serine, CHEBI:5460;glycine, CHEBI:9116;serine, CHEBI:40009;D-cycloserine","PF00324,PF13520","PF00324,PF13520",False
YP_501052.1,P27837,2.A.3.1.15,gnl|BL_ORD_ID|9630 gnl|TC-DB|P27837|2.A.3.1.15 Probable transport protein YifK OS=Escherichia coli (strain K12) GN=yifK PE=1 SV=4,444,0.0,60,459,461,5,447,7,445,96.3,95.0,12,12,11.2,APC,None,"PF00324,PF13520","PF00324,PF13520",False
YP_501192.1,P96704,2.A.3.1.16,gnl|BL_ORD_ID|11752 gnl|TC-DB|P96704|2.A.3.1.16 Uncharacterized transporter YdgF OS=Bacillus subtilis (strain 168) GN=ydgF PE=3 SV=1,442,5.56814e-173,52,469,458,5,446,15,454,94.0,95.9,12,12,10.9,APC,None,"PF00324,PF13520","PF00324,PF13520",False
YP_500292.1,K7VV21,2.A.3.1.18,gnl|BL_ORD_ID|5648 gnl|TC-DB|K7VV21|2.A.3.1.18 Lysine specific permease OS=Lactococcus lactis subsp. cremoris UC509.9 GN=uc509_2172 PE=4 SV=1,493,0.0,55,497,488,4,486,1,483,97.0,98.8,12,12,10.25,APC,CHEBI:25094;lysine,"PF00324,PF13520","PF00324,PF13520",False
YP_501417.1,P18275,2.A.3.2.3,gnl|BL_ORD_ID|9274 gnl|TC-DB|P18275|2.A.3.2.3 Arginine/ornithine antiporter - Pseudomonas aeruginosa.,487,5.80753e-150,46,476,482,1,475,1,482,99.6,99.8,13,12,9.65,APC,"CHEBI:7784;ornithine, CHEBI:2643;arginine","PF13520,PF00324,PF03845","PF13520,PF00324,PF03845",False
YP_499138.1,Q8R706,2.A.3.3.22,gnl|BL_ORD_ID|16717 gnl|TC-DB|Q8R706|2.A.3.3.22 Amino acid transporters OS=Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4) GN=PotE6 PE=4 SV=1,453,3.1950800000000003e-28,25,494,475,13,454,29,458,89.3,90.3,12,13,10.0,APC,CHEBI:2642;alpha-amino acid,"PF13520,PF00324","PF13520,PF00324,PF13906",False
YP_501376.1,s6ex81,2.A.3.3.23,gnl|BL_ORD_ID|20059 gnl|TC-DB|s6ex81|2.A.3.3.23 Branched-chain amino acid permease OS=Lactococcus lactis subsp. lactis A12 GN=bcaP PE=4 SV=1,465,0.0,64,482,469,10,474,5,467,96.3,98.5,12,12,10.35,APC,"CHEBI:17191;L-isoleucine, CHEBI:25017;leucine, CHEBI:27266;valine","PF13520,PF00324","PF13520,PF00324,PF13906",False
YP_499971.1,O34739,2.A.3.8.12,gnl|BL_ORD_ID|7146 gnl|TC-DB|O34739|2.A.3.8.12 YkbA protein - Bacillus subtilis.,436,7.036160000000001e-120,43,440,438,7,440,8,438,98.4,98.2,12,12,10.4,APC,"CHEBI:16857;L-threonine, CHEBI:9116;serine, CHEBI:5733;histidine, CHEBI:8089;phenylalanine, CHEBI:9769;tryptophan, CHEBI:9800;tyrosine","PF13520,PF00324,PF13906","PF13520,PF00324",False
YP_501209.1,O07002,2.A.3.11.1,gnl|BL_ORD_ID|6782 gnl|TC-DB|O07002|2.A.3.11.1 Hypothetical protein yvea - Bacillus subtilis.,509,9.207389999999999e-95,33,545,520,12,511,11,504,91.6,94.8,14,14,10.65,APC,"CHEBI:29987;glutamate(2-), CHEBI:29995;aspartate(2-)","PF13520,PF00324","PF13520,PF00324,PF03845",False
YP_501195.1,H1X8H0,2.A.3.14.3,gnl|BL_ORD_ID|4999 gnl|TC-DB|H1X8H0|2.A.3.14.3 APC family amino acid-polyamine-organocation transporter OS=Weissella confusa LBAE C39-2 GN=WEISSC39_07015 PE=4 SV=1,616,0.0,49,609,610,1,609,1,610,99.8,99.8,13,12,10.5,APC,None,PF13520,"PF13520,PF00324",False
YP_500866.1,O85143,2.A.4.1.2,gnl|BL_ORD_ID|7670 gnl|TC-DB|O85143|2.A.4.1.2 TRANSPORT PROTEIN - Staphylococcus aureus.,326,0.0,98,326,326,1,326,1,326,99.7,99.7,5,5,4.6,CDF,"CHEBI:23337;cobalt(2+), CHEBI:10113;zinc(2+)",PF01545,PF01545,False
YP_498733.1,O07084,2.A.4.1.3,gnl|BL_ORD_ID|6786 gnl|TC-DB|O07084|2.A.4.1.3 Cation transport protein YRDO - Bacillus subtilis.,286,9.00253e-73,40,319,311,18,303,1,286,89.3,91.6,5,5,4.95,CDF,"CHEBI:3290;cadmium(2+), CHEBI:10113;zinc(2+), CHEBI:8345;potassium(1+), CHEBI:5584;hydron",PF01545,"PF01545,PF16916",False
