#Query_id	Hit_xid	Hit_tcid	Hit_desc	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam
YP_500517.1	Q38020	1.E.11.1.1	gnl|BL_ORD_ID|13390 gnl|TC-DB|Q38020|1.E.11.1.1 HOLIN - Bacteriophage phi-11, and bacteriophage 80 alpha.	145	5.06912e-101	99	145	145	1	145	1	145	99.3	99.3	2	2	2.05	f11 Holin	None	PF04531	PF04531
YP_500660.1	Q38613	1.E.11.1.2	gnl|BL_ORD_ID|13401 gnl|TC-DB|Q38613|1.E.11.1.2 Holin - Lactococcus lactis bacteriophage Tuc2009.	80	5.73275e-20	44	84	88	2	79	4	83	91.7	89.8	1	2	0.9	f11 Holin	None	PF04531	PF04531
YP_498827.1	P72358	1.E.14.1.1	gnl|BL_ORD_ID|11339 gnl|TC-DB|P72358|1.E.14.1.1 HOLIN-LIKE PROTEIN LRGA - Staphylococcus aureus.	147	1.14259e-98	100	147	147	1	147	1	147	99.3	99.3	4	4	4.25	CidA/LrgA Holin	CHEBI:25212;metabolite	PF03788	PF03788
YP_501308.1	P60646	1.E.14.1.2	gnl|BL_ORD_ID|11122 gnl|TC-DB|P60646|1.E.14.1.2 Holin-like protein cidA - Staphylococcus aureus (strain N315).	131	6.94296e-90	100	131	131	1	131	1	131	99.2	99.2	4	4	4.15	CidA/LrgA Holin	CHEBI:25212;metabolite	PF03788	PF03788
YP_500033.1	D6UAC3	1.E.31.1.2	gnl|BL_ORD_ID|3376 gnl|TC-DB|D6UAC3|1.E.31.1.2 SPP1 family prophage L54a OS=Staphylococcus aureus subsp. aureus ATCC 51811 GN=HMPREF0782_0464 PE=4 SV=1	100	2.12445e-68	100	100	115	1	100	16	115	99.0	86.1	1	1	0.7	SPP1 Holin	None	PF04688	PF04688
YP_498947.1	J8Z3M3	1.E.43.1.9	gnl|BL_ORD_ID|5495 gnl|TC-DB|J8Z3M3|1.E.43.1.9 Uncharacterized protein OS=Bacillus cereus HD73 PE=4 SV=1	81	2.33268e-27	52	83	82	3	83	2	82	96.4	97.6	3	3	2.55	T-A Hol	None	PF04226	PF04226
YP_500989.1	U5UP25	1.E.55.3.1	gnl|BL_ORD_ID|20416 gnl|TC-DB|U5UP25|1.E.55.3.1 Uncharacterized protein OS=Staphylococcus pasteuri SP1 GN=STP1_0736 PE=4 SV=1	105	1.67694e-53	75	105	105	1	105	1	105	99.0	99.0	4	4	3.4	B-Hol	None	NA	NA
YP_500359.1	WP_152003898	1.E.66.4.5	gnl|BL_ORD_ID|21980 gnl|TC-DB|WP_152003898.1|1.E.66.4.5 hypothetical protein [Desulfoluna spongiiphila]	75	6.32135e-06	32	163	116	27	100	36	108	44.8	62.1	1	1	0.9	Releasin	None	PF06103	NA
YP_500376.1	O76329	1.I.1.1.5	gnl|BL_ORD_ID|7571 gnl|TC-DB|O76329|1.I.1.1.5 Interaptin OS=Dictyostelium discoideum OX=44689 GN=abpD PE=1 SV=1	1415	5.23449e-30	21	2186	1738	659	2001	410	1653	61.4	71.5	1	1	0.0	NPC	CHEBI:14911;protein, CHEBI:8755;(ribonucleotide)n+m	PF07564,PF07564,PF07564,PF07564,PF07564,PF07564,PF07564,PF07564,PF07564,PF07564,PF07564,PF07564,PF07564,PF07564,PF07564,PF07564,PF07564,PF04650	PF00307,PF00307,PF11971
YP_500471.1	O76329	1.I.1.1.5	gnl|BL_ORD_ID|7571 gnl|TC-DB|O76329|1.I.1.1.5 Interaptin OS=Dictyostelium discoideum OX=44689 GN=abpD PE=1 SV=1	801	3.72572e-23	19	978	1738	134	898	793	1534	78.1	42.6	1	1	0.0	NPC	CHEBI:14911;protein, CHEBI:8755;(ribonucleotide)n+m	PF13514	PF00307,PF00307,PF11971
YP_498847.1	O76329	1.I.1.1.5	gnl|BL_ORD_ID|7571 gnl|TC-DB|O76329|1.I.1.1.5 Interaptin OS=Dictyostelium discoideum OX=44689 GN=abpD PE=1 SV=1	363	1.79312e-06	20	507	1738	152	506	724	1056	69.8	19.1	1	1	0.0	NPC	CHEBI:14911;protein, CHEBI:8755;(ribonucleotide)n+m	PF20224	PF00307,PF00307,PF11971
YP_501168.1	O76329	1.I.1.1.5	gnl|BL_ORD_ID|7571 gnl|TC-DB|O76329|1.I.1.1.5 Interaptin OS=Dictyostelium discoideum OX=44689 GN=abpD PE=1 SV=1	305	1.25603e-05	17	436	1738	32	314	873	1157	64.7	16.3	1	1	0.0	NPC	CHEBI:14911;protein, CHEBI:8755;(ribonucleotide)n+m	PF02216,PF02216,PF11621	PF00307,PF00307,PF11971
YP_500475.1	O76329	1.I.1.1.5	gnl|BL_ORD_ID|7571 gnl|TC-DB|O76329|1.I.1.1.5 Interaptin OS=Dictyostelium discoideum OX=44689 GN=abpD PE=1 SV=1	207	0.000801903	24	374	1738	63	265	877	1052	54.0	10.1	2	1	0.0	NPC	CHEBI:14911;protein, CHEBI:8755;(ribonucleotide)n+m	PF04286	PF00307,PF00307,PF11971
YP_500448.1	WP_081471983	1.I.3.1.1	gnl|BL_ORD_ID|21480 gnl|TC-DB|WP_081471983.1|1.I.3.1.1 peptidase S8 [Gemmata obscuriglobus]	324	1.63483e-15	27	457	703	101	405	97	373	66.5	39.3	1	1	0.0	B-NPC	CHEBI:25367;molecule, CHEBI:33839;macromolecule	PF00082	PF00082
YP_498742.1	Q48658	2.A.1.2.5	gnl|BL_ORD_ID|13754 gnl|TC-DB|Q48658|2.A.1.2.5 LMRP INTEGRAL MEMBRANE PROTEIN - Lactococcus lactis.	410	3.69886e-32	23	416	408	4	411	7	404	97.8	97.3	12	12	8.75	MFS	CHEBI:4883;ethidium bromide, CHEBI:5584;hydron, CHEBI:8417;pristinamycin IA, CHEBI:9474;tetracycline, CHEBI:4330;daunorubicin, CHEBI:25106;macrolide	PF07690	PF07690
YP_499262.1	P0A0J7	2.A.1.2.10	gnl|BL_ORD_ID|8533 gnl|TC-DB|P0A0J7|2.A.1.2.10 Quinolone resistance protein norA - Staphylococcus aureus.	388	0.0	100	388	388	1	388	1	388	99.7	99.7	12	12	11.9	MFS	CHEBI:5584;hydron, CHEBI:35190;diterpene, CHEBI:23765;quinolone	PF07690,PF07690,PF12832,PF00083	PF07690,PF07690,PF12832,PF00083
YP_499505.1	Q2FZP8	2.A.1.2.44	gnl|BL_ORD_ID|13233 gnl|TC-DB|Q2FZP8|2.A.1.2.44 Probable glycolipid permease ltaA OS=Staphylococcus aureus (strain NCTC 8325) GN=ltaA PE=1 SV=2	396	0.0	100	402	396	7	402	1	396	98.3	99.7	12	12	12.8	MFS	CHEBI:76264;1,2-diacyl-3-O-(beta-D-Glc-(1->6)-beta-D-Glc)-sn-glycerol	PF07690,PF07690	PF07690,PF07690
YP_500379.1	O34546	2.A.1.2.69	gnl|BL_ORD_ID|7136 gnl|TC-DB|O34546|2.A.1.2.69 Uncharacterized MFS-type transporter yttB OS=Bacillus subtilis (strain 168) GN=yttB PE=3 SV=1	392	4.38325e-145	52	393	397	3	387	1	392	97.7	98.5	12	12	11.6	MFS	None	PF07690,PF07690,PF12832	PF07690,PF07690,PF12832
YP_498678.1	Q2G1N0	2.A.1.2.99	gnl|BL_ORD_ID|13240 gnl|TC-DB|Q2G1N0|2.A.1.2.99 Uncharacterized protein OS=Staphylococcus aureus (strain NCTC 8325) GN=SAOUHSC_00078 PE=4 SV=1	418	0.0	100	418	418	1	418	1	418	99.8	99.8	12	12	12.6	MFS	CHEBI:26672;siderophore	PF07690,PF07690,PF00083,PF00083,PF12832	PF07690,PF07690,PF00083,PF00083,PF12832
YP_501188.1	Q9F4G1	2.A.1.2.100	gnl|BL_ORD_ID|17953 gnl|TC-DB|Q9F4G1|2.A.1.2.100 Drug resistance transporter, Bcr/CflA subfamily OS=Staphylococcus aureus GN=tcaB PE=4 SV=1	387	6.11349e-121	47	403	402	14	398	13	399	95.3	96.0	12	12	11.15	MFS	CHEBI:23888;drug	PF07690,PF13347,PF00083	PF07690,PF00083,PF05977
YP_501211.1	Q9F0Z3	2.A.1.2.101	gnl|BL_ORD_ID|17932 gnl|TC-DB|Q9F0Z3|2.A.1.2.101 Bmr-like protein SblA OS=Staphylococcus aureus GN=sblA PE=4 SV=1	375	0.0	100	375	395	1	375	21	395	99.7	94.7	11	12	12.25	MFS	None	PF07690,PF07690,PF00083	PF07690,PF07690,PF00083
YP_501276.1	O34307	2.A.1.2.106	gnl|BL_ORD_ID|7124 gnl|TC-DB|O34307|2.A.1.2.106 Uncharacterized MFS-type transporter yvmA OS=Bacillus subtilis (strain 168) GN=yvmA PE=3 SV=1	362	4.79938e-79	38	387	403	8	365	12	364	92.2	87.3	12	12	11.55	MFS	None	PF07690	PF07690,PF05977
YP_498699.1	Q5PU79	2.A.1.3.22	gnl|BL_ORD_ID|14452 gnl|TC-DB|Q5PU79|2.A.1.3.22 Tetracycline resistant protein Tet38 - Staphylococcus aureus.	450	0.0	100	450	450	1	450	1	450	99.8	99.8	14	14	15.1	MFS	CHEBI:9474;tetracycline, CHEBI:27902;tetracycline	PF07690	PF07690
YP_499970.1	Q7A5M0	2.A.1.3.23	gnl|BL_ORD_ID|15372 gnl|TC-DB|Q7A5M0|2.A.1.3.23 Blt-like protein - Staphylococcus aureus (strain N315).	463	0.0	100	463	463	1	463	1	463	99.8	99.8	14	14	15.0	MFS	CHEBI:4883;ethidium bromide, CHEBI:9212;sparfloxacin, CHEBI:7007;moxifloxacin, CHEBI:9474;tetracycline, CHEBI:3565;Cetrimide	PF07690,PF07690	PF07690,PF07690
YP_501091.1	O51918	2.A.1.3.24	gnl|BL_ORD_ID|7299 gnl|TC-DB|O51918|2.A.1.3.24 VceA - Vibrio cholerae.	109	1.43175e-15	35	215	395	89	195	245	353	49.3	27.3	1	3	0.0	MFS	CHEBI:23614;deoxycholate, CHEBI:3259;CCCP, CHEBI:3603;chloramphenicol, CHEBI:7456;nalidixic acid	PF13437,PF16576,PF13533,PF12700	PF13437,PF00529,PF16576
YP_500890.1	Q5HE38	2.A.1.3.39	gnl|BL_ORD_ID|14369 gnl|TC-DB|Q5HE38|2.A.1.3.39 Drug resistance transporter, EmrB/QacA subfamily OS=Staphylococcus aureus (strain COL) GN=SACOL2157 PE=4 SV=1	480	0.0	100	480	480	1	480	1	480	99.8	99.8	14	14	15.75	MFS	CHEBI:8984;sodium dodecyl sulfate, CHEBI:9731;trimethoprim, CHEBI:6477;linezolid, CHEBI:3603;chloramphenicol	PF07690	PF07690
YP_501090.1	Q5HE38	2.A.1.3.39	gnl|BL_ORD_ID|14369 gnl|TC-DB|Q5HE38|2.A.1.3.39 Drug resistance transporter, EmrB/QacA subfamily OS=Staphylococcus aureus (strain COL) GN=SACOL2157 PE=4 SV=1	496	1.59271e-116	38	643	480	138	633	11	479	77.0	97.5	15	14	12.2	MFS	CHEBI:8984;sodium dodecyl sulfate, CHEBI:9731;trimethoprim, CHEBI:6477;linezolid, CHEBI:3603;chloramphenicol	PF07690,PF00083	PF07690
YP_498663.1	D1GUL7	2.A.1.3.59	gnl|BL_ORD_ID|3013 gnl|TC-DB|D1GUL7|2.A.1.3.59 Putative transporter protein OS=Staphylococcus aureus (strain TW20 / 0582) GN=norC PE=4 SV=1	462	0.0	99	462	462	1	462	1	462	99.8	99.8	14	14	15.35	MFS	CHEBI:35190;diterpene, CHEBI:23765;quinolone	PF07690,PF00083	PF07690
YP_501201.1	D1GUL7	2.A.1.3.59	gnl|BL_ORD_ID|3013 gnl|TC-DB|D1GUL7|2.A.1.3.59 Putative transporter protein OS=Staphylococcus aureus (strain TW20 / 0582) GN=norC PE=4 SV=1	459	0.0	60	466	462	4	462	2	454	98.3	97.8	14	14	12.15	MFS	CHEBI:35190;diterpene, CHEBI:23765;quinolone	PF07690	PF07690
YP_498841.1	D1GUL7	2.A.1.3.59	gnl|BL_ORD_ID|3013 gnl|TC-DB|D1GUL7|2.A.1.3.59 Putative transporter protein OS=Staphylococcus aureus (strain TW20 / 0582) GN=norC PE=4 SV=1	448	2.55463e-114	37	458	462	10	457	9	456	97.6	96.8	14	14	13.6	MFS	CHEBI:35190;diterpene, CHEBI:23765;quinolone	PF07690	PF07690
YP_500892.1	Q99S97	2.A.1.3.60	gnl|BL_ORD_ID|17681 gnl|TC-DB|Q99S97|2.A.1.3.60 SA1972 protein OS=Staphylococcus aureus (strain N315) GN=SA1972 PE=4 SV=1	447	0.0	100	447	447	1	447	1	447	99.8	99.8	14	14	14.05	MFS	CHEBI:383703;3,6-diamino-10-methylacridinium chloride, CHEBI:4883;ethidium bromide, CHEBI:7629;norfloxacin	PF07690,PF00083,PF06609	PF07690,PF00083,PF06609
YP_501162.1	Q7A3S4	2.A.1.3.61	gnl|BL_ORD_ID|15369 gnl|TC-DB|Q7A3S4|2.A.1.3.61 SA2203 protein OS=Staphylococcus aureus (strain N315) GN=SA2203 PE=4 SV=1	452	0.0	99	452	479	1	452	28	479	99.8	94.2	13	14	12.4	MFS	CHEBI:8829;rhodamine 6G, CHEBI:4883;ethidium bromide, CHEBI:35268;quaternary ammonium salt, CHEBI:9502;tetraphenylphosphonium, CHEBI:5742;2'-(4-ethoxyphenyl)-5-(4-methylpiperazin-1-yl)-2,5'-bibenzimidazole, CHEBI:2496;doxorubicin, CHEBI:4330;daunorubicin, CHEBI:22582;antimicrobial agent	PF07690,PF13347	PF07690
YP_498780.1	P0AGC0	2.A.1.4.1	gnl|BL_ORD_ID|8857 gnl|TC-DB|P0AGC0|2.A.1.4.1 Hexose phosphate transport protein - Escherichia coli.	453	4.87393e-155	52	459	463	10	458	11	455	97.6	95.9	12	12	11.1	MFS	CHEBI:33447;phospho sugar	PF07690	PF07690
YP_498907.1	P08194	2.A.1.4.3	gnl|BL_ORD_ID|8454 gnl|TC-DB|P08194|2.A.1.4.3 Glycerol-3-phosphate transporter (G-3-P transporter) (G-3-P permease) - Escherichia coli.	451	0.0	57	452	452	1	451	2	442	99.6	97.3	12	12	9.1	MFS	CHEBI:14336;glycerol 1-phosphate	PF07690	PF07690
YP_499128.1	P0C0L7	2.A.1.6.4	gnl|BL_ORD_ID|8875 gnl|TC-DB|P0C0L7|2.A.1.6.4 Proline/betaine transporter - Escherichia coli.	448	1.06476e-113	38	466	500	7	446	14	458	94.2	88.8	12	12	9.85	MFS	CHEBI:9175;sodium(1+), CHEBI:5584;hydron, CHEBI:26272;L-proline betaine, CHEBI:3424;carnitinium, CHEBI:3073;glycine betaine, CHEBI:7077;N,N-dimethylglycine, CHEBI:26271;proline, CHEBI:9406;taurine, CHEBI:17964;pipecolic acid, CHEBI:4756;ectoine, CHEBI:86390;3-pyridylacetic acid	PF07690,PF00083,PF13347	PF00083,PF07690,PF07690,PF08946,PF13347
YP_501133.1	O33854	2.A.1.8.15	gnl|BL_ORD_ID|7118 gnl|TC-DB|O33854|2.A.1.8.15 Probable nitrate transporter narT OS=Staphylococcus carnosus (strain TM300) GN=narT PE=1 SV=1	381	0.0	75	389	388	1	381	1	381	97.7	97.9	12	12	10.7	MFS	CHEBI:71263;nitrate	PF07690	PF07690
YP_501273.1	P42237	2.A.1.14.1	gnl|BL_ORD_ID|10449 gnl|TC-DB|P42237|2.A.1.14.1 Probable glucarate transporter (D-glucarate permease) - Bacillus subtilis.	402	1.42559e-57	31	425	455	4	387	13	410	90.1	87.3	12	12	8.55	MFS	CHEBI:14311;glucarate(2-)	PF07690	PF07690,PF07690
YP_499240.1	P31675	2.A.1.20.1	gnl|BL_ORD_ID|9794 gnl|TC-DB|P31675|2.A.1.20.1 Sugar efflux transporter A - Escherichia coli.	387	2.04172e-42	28	406	392	13	397	15	390	94.6	95.7	12	12	9.85	MFS	CHEBI:45745;streptomycin, CHEBI:6104;kanamycin, CHEBI:61448;isopropyl beta-D-thiogalactopyranoside, CHEBI:25679;oligosaccharide, CHEBI:10379;beta-D-Gal-(1->3)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-D-Glc, CHEBI:6668;maltose, CHEBI:3522;cellobiose, CHEBI:6353;alpha-lactose, CHEBI:320061;methyl alpha-D-glucopyranoside, CHEBI:24163;galactoside, CHEBI:5418;glucose	PF07690,PF07690	PF07690,PF07690
YP_500904.1	A6QJ21	2.A.1.21.7	gnl|BL_ORD_ID|625 gnl|TC-DB|A6QJ21|2.A.1.21.7 Putative uncharacterized protein OS=Staphylococcus aureus (strain Newman) GN=NWMN_2081 PE=4 SV=1	397	0.0	100	397	397	1	397	1	397	99.7	99.7	12	12	12.5	MFS	CHEBI:84711;staphyloferrin A, CHEBI:25106;macrolide	PF05977,PF07690,PF07690	PF05977,PF07690,PF07690
