#Query_id,Hit_xid,Hit_tcid,Hit_desc,Match_length,e-value,%_identity,Query_Length,Hit_Length,Q_start,Q_end,S_start,S_end,Query_Coverage,Hit_Coverage,Query_n_TMS,Hit_n_TMS,TM_Overlap_Score,Family_Abrv,Predicted_Substrate,Query_Pfam,Subject_Pfam
WP_012541001.1,Q8EAE0,1.A.26.1.7,gnl|BL_ORD_ID|16064 gnl|TC-DB|Q8EAE0|1.A.26.1.7 Magnesium transporter MgtE OS=Shewanella oneidensis (strain MR-1) OX=211586 GN=SO_3966 PE=3 SV=1,424,9.47363e-97,36,478,454,55,478,30,453,88.5,93.2,5,5,5.0,MgtE,"CHEBI:23337;cobalt(2+), CHEBI:34754;iron(2+)","PF01769,PF03448,PF00571","PF03448,PF01769,PF00571,PF00571"
WP_004174395.1,P0ABU7,1.A.30.2.1,gnl|BL_ORD_ID|8724 gnl|TC-DB|P0ABU7|1.A.30.2.1 Biopolymer transport protein exbB OS=Escherichia coli (strain K12) GN=exbB PE=1 SV=1,244,1.70727e-138,84,243,244,1,243,1,244,99.6,99.6,3,3,3.0,Mot/Exb,"CHEBI:9175;sodium(1+), CHEBI:5584;hydron",PF01618,PF01618
WP_012967219.1,P0ABV2,1.A.30.2.1,gnl|BL_ORD_ID|8726 gnl|TC-DB|P0ABV2|1.A.30.2.1 Biopolymer transport protein exbD OS=Escherichia coli (strain K12) GN=exbD PE=1 SV=1,141,4.89997e-88,87,141,141,1,141,1,141,99.3,99.3,1,1,1.0,Mot/Exb,"CHEBI:9175;sodium(1+), CHEBI:5584;hydron",PF02472,PF02472
WP_004152221.1,P0ABU9,1.A.30.2.2,gnl|BL_ORD_ID|8725 gnl|TC-DB|P0ABU9|1.A.30.2.2 Protein tolQ - Escherichia coli.,230,6.68633e-159,97,230,230,1,230,1,230,99.6,99.6,3,3,3.0,Mot/Exb,"CHEBI:9175;sodium(1+), CHEBI:5584;hydron",PF01618,PF01618
WP_002895061.1,P0ABV8,1.A.30.2.2,gnl|BL_ORD_ID|8727 gnl|TC-DB|P0ABV8|1.A.30.2.2 Protein tolR OS=Escherichia coli O157:H7 GN=tolR PE=3 SV=1,142,4.6577800000000004e-82,86,142,142,1,142,1,142,99.3,99.3,1,1,1.0,Mot/Exb,"CHEBI:9175;sodium(1+), CHEBI:5584;hydron",PF02472,PF02472
WP_008807498.1,P0A6Y8,1.A.33.1.2,gnl|BL_ORD_ID|8605 gnl|TC-DB|P0A6Y8|1.A.33.1.2 Chaperone protein dnaK - Escherichia coli.,638,0.0,96,638,638,1,638,1,638,99.8,99.8,1,1,1.0,Hsp70,CHEBI:24870;ion,"PF00012,PF06723","PF00012,PF06723"
WP_100781520.1,P0ABI4,1.A.35.1.1,gnl|BL_ORD_ID|8705 gnl|TC-DB|P0ABI4|1.A.35.1.1 Magnesium transport protein corA - Escherichia coli.,316,0.0,92,316,316,1,316,1,316,99.7,99.7,2,2,2.0,MIT,"CHEBI:6635;magnesium(2+), CHEBI:23337;cobalt(2+), CHEBI:25517;nickel(2+)",PF01544,PF01544
WP_008805152.1,Q9EYX5,1.A.35.4.1,gnl|BL_ORD_ID|17930 gnl|TC-DB|Q9EYX5|1.A.35.4.1 Zinc transport protein (Putative Zn transport protein) - Salmonella typhimurium.,327,0.0,85,327,327,1,327,1,327,99.7,99.7,2,2,2.0,MIT,"CHEBI:3290;cadmium(2+), CHEBI:10113;zinc(2+)",PF01544,PF01544
WP_008805082.1,Q9EYX5,1.A.35.4.1,gnl|BL_ORD_ID|17930 gnl|TC-DB|Q9EYX5|1.A.35.4.1 Zinc transport protein (Putative Zn transport protein) - Salmonella typhimurium.,321,1.41655e-21,24,342,327,15,329,8,319,91.8,95.1,3,2,2.0,MIT,"CHEBI:3290;cadmium(2+), CHEBI:10113;zinc(2+)",PF01544,PF01544
WP_008805628.1,P37002,1.A.43.1.1,gnl|BL_ORD_ID|10074 gnl|TC-DB|P37002|1.A.43.1.1 Protein crcB - Escherichia coli.,126,3.59185e-72,78,127,127,1,126,1,126,98.4,98.4,4,4,4.0,Fluc,"CHEBI:5113;fluoride, CHEBI:3731;chloride",PF02537,PF02537
WP_153690942.1,Q7Y5E2,1.A.44.1.1,gnl|BL_ORD_ID|15659 gnl|TC-DB|Q7Y5E2|1.A.44.1.1 Pore-forming tail tip protein Pb2 - Bacteriophage T5.,1149,3.63878e-13,20,1198,1219,18,1096,57,1109,90.0,86.3,1,1,0.0,T5-pb2,"CHEBI:24870;ion, CHEBI:4291;deoxyribonucleic acid",PF06791,
WP_012968132.1,W9BH30,1.A.46.2.8,"gnl|BL_ORD_ID|20699 gnl|TC-DB|W9BH30|1.A.46.2.8 Bestrophin, RFP-TM, chloride channel family protein OS=Klebsiella pneumoniae GN=yneE PE=4 SV=1",305,0.0,98,305,305,1,305,1,305,99.7,99.7,3,3,3.0,Bestrophin,CHEBI:9175;sodium(1+),PF01062,PF01062
WP_002889277.1,I7MT28,1.A.62.2.2,gnl|BL_ORD_ID|5425 gnl|TC-DB|I7MT28|1.A.62.2.2 Uncharacterized protein OS=Yersinia pestis PY-02 GN=YPPY02_3851 PE=4 SV=1,203,1.0209e-125,86,207,204,1,203,1,203,97.6,99.0,7,7,7.0,TRIC,CHEBI:6528;long-chain fatty acid,"PF03458,PF03458","PF03458,PF03458"
WP_012540300.1,P0AGM2,1.A.62.2.3,gnl|BL_ORD_ID|8869 gnl|TC-DB|P0AGM2|1.A.62.2.3 UPF0126 inner membrane protein YicG OS=Escherichia coli (strain K12) GN=yicG PE=1 SV=1,205,2.14659e-129,86,205,205,1,205,1,205,99.5,99.5,7,7,7.0,TRIC,,"PF03458,PF03458","PF03458,PF03458"
WP_071599441.1,A0D620,1.A.75.1.10,gnl|BL_ORD_ID|49 gnl|TC-DB|A0D620|1.A.75.1.10 Uncharacterized protein OS=Paramecium tetraurelia GN=GSPATT00013917001 PE=4 SV=1,151,1.42251e-11,31,320,2470,113,263,1234,1374,46.9,5.7,1,28,0.0,Piezo,,PF05036,PF12166
WP_008806719.1,C4X3L3,1.A.77.3.8,gnl|BL_ORD_ID|2528 gnl|TC-DB|C4X3L3|1.A.77.3.8 ATP synthase subunit I OS=Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 GN=atpI PE=4 SV=1,126,1.34606e-83,97,126,150,1,126,25,150,99.2,83.3,4,4,4.0,MCU,CHEBI:3473;cation,PF03899,PF03899
WP_012540838.1,P37908,1.A.112.2.5,gnl|BL_ORD_ID|10144 gnl|TC-DB|P37908|1.A.112.2.5 UPF0053 inner membrane protein YfjD OS=Escherichia coli (strain K12) GN=yfjD PE=1 SV=5,428,0.0,92,428,428,1,428,1,428,99.8,99.8,4,4,4.0,CNNM,,"PF01595,PF03471,PF00571","PF01595,PF03471,PF00571"
WP_008807158.1,W9BK01,1.A.112.2.12,gnl|BL_ORD_ID|20701 gnl|TC-DB|W9BK01|1.A.112.2.12 DUF21 domain-containing protein OS=Klebsiella pneumoniae OX=573 GN=ytfL PE=3 SV=1,445,0.0,99,445,445,1,445,1,445,99.8,99.8,4,4,4.0,CNNM,"CHEBI:3345;L-canavanine, CHEBI:8650;putrescine","PF01595,PF03471,PF00571","PF01595,PF03471,PF00571"
WP_008805931.1,RZD32576,1.A.115.1.2,gnl|BL_ORD_ID|19998 gnl|TC-DB|RZD32576|1.A.115.1.2 NAD-binding protein [Euryarchaeota archaeon],237,3.04154e-19,30,262,261,1,230,1,228,87.4,87.0,4,1,1.0,Ayr1,,"PF00106,PF13561,PF08659","PF00106,PF13561,PF08659"
WP_024264438.1,WP_062382148,1.A.115.1.5,gnl|BL_ORD_ID|21287 gnl|TC-DB|WP_062382148.1|1.A.115.1.5 SDR family oxidoreductase [Pseudomonas abietaniphila],247,1.7698299999999998e-42,38,257,250,8,247,8,247,93.0,95.6,1,1,0.0,Ayr1,,"PF13561,PF00106,PF08659","PF13561,PF00106,PF08659"
WP_002899294.1,WP_062382148,1.A.115.1.5,gnl|BL_ORD_ID|21287 gnl|TC-DB|WP_062382148.1|1.A.115.1.5 SDR family oxidoreductase [Pseudomonas abietaniphila],249,1.13212e-31,32,244,250,4,244,6,250,98.4,97.6,1,1,1.0,Ayr1,,"PF13561,PF00106,PF08659,PF13460,PF01370","PF13561,PF00106,PF08659"
WP_012542542.1,WP_062382148,1.A.115.1.5,gnl|BL_ORD_ID|21287 gnl|TC-DB|WP_062382148.1|1.A.115.1.5 SDR family oxidoreductase [Pseudomonas abietaniphila],246,1.33307e-29,31,258,250,3,246,8,246,94.2,95.2,1,1,0.0,Ayr1,,"PF13561,PF00106,PF08659","PF13561,PF00106,PF08659"
WP_012967099.1,WP_062382148,1.A.115.1.5,gnl|BL_ORD_ID|21287 gnl|TC-DB|WP_062382148.1|1.A.115.1.5 SDR family oxidoreductase [Pseudomonas abietaniphila],250,2.2397700000000002e-29,31,252,250,4,249,8,246,97.2,95.2,1,1,1.0,Ayr1,,"PF13561,PF00106,PF08659","PF13561,PF00106,PF08659"
WP_008807482.1,WP_062382148,1.A.115.1.5,gnl|BL_ORD_ID|21287 gnl|TC-DB|WP_062382148.1|1.A.115.1.5 SDR family oxidoreductase [Pseudomonas abietaniphila],248,4.88006e-28,30,254,250,7,249,5,246,95.3,96.4,1,1,0.0,Ayr1,,"PF00106,PF13561,PF08659","PF13561,PF00106,PF08659"
WP_038422253.1,WP_062382148,1.A.115.1.5,gnl|BL_ORD_ID|21287 gnl|TC-DB|WP_062382148.1|1.A.115.1.5 SDR family oxidoreductase [Pseudomonas abietaniphila],251,6.92591e-26,33,251,250,3,246,2,246,96.8,97.6,1,1,0.0,Ayr1,,"PF13561,PF00106,PF08659","PF13561,PF00106,PF08659"
WP_008804756.1,WP_062382148,1.A.115.1.5,gnl|BL_ORD_ID|21287 gnl|TC-DB|WP_062382148.1|1.A.115.1.5 SDR family oxidoreductase [Pseudomonas abietaniphila],254,8.38698e-25,31,304,250,56,304,4,250,81.6,98.4,1,1,0.0,Ayr1,,"PF13561,PF00106,PF08659","PF13561,PF00106,PF08659"
WP_012542123.1,WP_062382148,1.A.115.1.5,gnl|BL_ORD_ID|21287 gnl|TC-DB|WP_062382148.1|1.A.115.1.5 SDR family oxidoreductase [Pseudomonas abietaniphila],256,9.07825e-25,29,261,250,1,256,1,246,97.7,98.0,1,1,1.0,Ayr1,,"PF13561,PF00106,PF08659","PF13561,PF00106,PF08659"
WP_023297198.1,WP_062382148,1.A.115.1.5,gnl|BL_ORD_ID|21287 gnl|TC-DB|WP_062382148.1|1.A.115.1.5 SDR family oxidoreductase [Pseudomonas abietaniphila],251,1.2661600000000002e-24,32,261,250,13,257,5,246,93.5,96.4,1,1,0.0,Ayr1,,"PF13561,PF00106,PF08659","PF13561,PF00106,PF08659"
WP_100781489.1,WP_062382148,1.A.115.1.5,gnl|BL_ORD_ID|21287 gnl|TC-DB|WP_062382148.1|1.A.115.1.5 SDR family oxidoreductase [Pseudomonas abietaniphila],255,2.71463e-21,29,264,250,5,258,5,246,95.8,96.4,1,1,0.0,Ayr1,,"PF00106,PF13561,PF08659","PF13561,PF00106,PF08659"
WP_002884614.1,WP_062382148,1.A.115.1.5,gnl|BL_ORD_ID|21287 gnl|TC-DB|WP_062382148.1|1.A.115.1.5 SDR family oxidoreductase [Pseudomonas abietaniphila],270,1.4861e-20,29,267,250,7,266,5,249,97.0,97.6,1,1,0.0,Ayr1,,"PF00106,PF13561,PF08659,PF01370","PF13561,PF00106,PF08659"
WP_012968337.1,WP_062382148,1.A.115.1.5,gnl|BL_ORD_ID|21287 gnl|TC-DB|WP_062382148.1|1.A.115.1.5 SDR family oxidoreductase [Pseudomonas abietaniphila],111,2.43767e-09,33,124,250,3,112,4,113,87.9,43.6,1,1,0.0,Ayr1,,"PF00106,PF13561,PF08659","PF13561,PF00106,PF08659"
WP_072121846.1,Q6RW54,1.B.1.1.12,gnl|BL_ORD_ID|15038 gnl|TC-DB|Q6RW54|1.B.1.1.12 Outer membrane porin protein OS=Enterobacter aerogenes GN=omp35 PE=4 SV=1,358,0.0,94,358,358,1,358,1,358,99.7,99.7,1,1,1.0,GBP,"CHEBI:10427;beta-lactam antibiotic, CHEBI:3538;cephalosporin, CHEBI:5879;imipenem",PF00267,PF00267
WP_008805466.1,B5Y0L3,1.B.1.1.18,gnl|BL_ORD_ID|1937 gnl|TC-DB|B5Y0L3|1.B.1.1.18 Uncharacterized protein OS=Klebsiella pneumoniae (strain 342) GN=KPK_4204 PE=4 SV=1,381,0.0,99,381,381,1,381,1,381,99.7,99.7,1,1,1.0,GBP,CHEBI:25367;molecule,,
WP_008803977.1,D6QLX8,1.B.1.1.19,gnl|BL_ORD_ID|3362 gnl|TC-DB|D6QLX8|1.B.1.1.19 OmpK36 OS=Klebsiella pneumoniae GN=ompK36 PE=3 SV=1,367,0.0,95,363,367,1,363,1,367,99.7,99.7,1,1,1.0,GBP,"CHEBI:43968;meropenem, CHEBI:404903;ertapenem, CHEBI:5879;imipenem, CHEBI:29470;2-(Biaryl)carbapenems",PF00267,PF00267
WP_023322804.1,D6QLX8,1.B.1.1.19,gnl|BL_ORD_ID|3362 gnl|TC-DB|D6QLX8|1.B.1.1.19 OmpK36 OS=Klebsiella pneumoniae GN=ompK36 PE=3 SV=1,378,0.0,75,374,367,1,374,1,367,99.7,99.7,1,1,1.0,GBP,"CHEBI:43968;meropenem, CHEBI:404903;ertapenem, CHEBI:5879;imipenem, CHEBI:29470;2-(Biaryl)carbapenems",PF00267,PF00267
WP_016160893.1,Q56111,1.B.1.1.22,gnl|BL_ORD_ID|14118 gnl|TC-DB|Q56111|1.B.1.1.22 Outer membrane protein S2 OS=Salmonella typhi GN=ompS2 PE=3 SV=1,383,0.0,82,374,383,1,374,1,383,99.7,99.7,1,1,1.0,GBP,CHEBI:25367;molecule,PF00267,"PF00267,PF13609"
WP_012967656.1,Q56110,1.B.1.1.27,gnl|BL_ORD_ID|14117 gnl|TC-DB|Q56110|1.B.1.1.27 Outer membrane protein S1 OS=Salmonella typhi GN=ompS1 PE=3 SV=1,397,0.0,76,381,394,1,381,1,394,99.7,99.7,1,1,1.0,GBP,,PF00267,PF00267
WP_032735841.1,A2IBY3,1.B.1.1.29,gnl|BL_ORD_ID|261 gnl|TC-DB|A2IBY3|1.B.1.1.29 OmpE36 OS=Klebsiella aerogenes OX=548 GN=ompE36 PE=3 SV=1,363,6.433339999999999e-57,35,346,369,10,346,8,369,97.1,97.8,1,1,1.0,GBP,CHEBI:25367;molecule,"PF00267,PF13609",PF00267
WP_008807311.1,P02943,1.B.3.1.1,gnl|BL_ORD_ID|8239 gnl|TC-DB|P02943|1.B.3.1.1 MALTOPORIN PRECURSOR (MALTOSE-INDUCIBLE PORIN) (LAMBDA RECEPTOR PROTEIN) - Escherichia coli.,446,0.0,73,429,446,1,429,1,446,99.8,99.8,1,1,1.0,SP,"CHEBI:23489;alpha-cyclodextrin, CHEBI:62009;maltoheptaose heptasaccharide, CHEBI:6668;maltose, CHEBI:17306;maltose, CHEBI:6672;alpha-maltotriose, CHEBI:6671;maltotetraose, CHEBI:61996;maltopentaose pentasaccharide, CHEBI:22582;antimicrobial agent",PF02264,PF02264
WP_049018644.1,P02943,1.B.3.1.1,gnl|BL_ORD_ID|8239 gnl|TC-DB|P02943|1.B.3.1.1 MALTOPORIN PRECURSOR (MALTOSE-INDUCIBLE PORIN) (LAMBDA RECEPTOR PROTEIN) - Escherichia coli.,421,1.2810600000000001e-18,24,459,446,69,443,15,410,81.5,88.6,1,1,0.0,SP,"CHEBI:23489;alpha-cyclodextrin, CHEBI:62009;maltoheptaose heptasaccharide, CHEBI:6668;maltose, CHEBI:17306;maltose, CHEBI:6672;alpha-maltotriose, CHEBI:6671;maltotetraose, CHEBI:61996;maltopentaose pentasaccharide, CHEBI:22582;antimicrobial agent",PF02264,PF02264
WP_072125516.1,P02943,1.B.3.1.1,gnl|BL_ORD_ID|8239 gnl|TC-DB|P02943|1.B.3.1.1 MALTOPORIN PRECURSOR (MALTOSE-INDUCIBLE PORIN) (LAMBDA RECEPTOR PROTEIN) - Escherichia coli.,421,1.28986e-18,24,460,446,70,444,15,410,81.3,88.6,1,1,0.0,SP,"CHEBI:23489;alpha-cyclodextrin, CHEBI:62009;maltoheptaose heptasaccharide, CHEBI:6668;maltose, CHEBI:17306;maltose, CHEBI:6672;alpha-maltotriose, CHEBI:6671;maltotetraose, CHEBI:61996;maltopentaose pentasaccharide, CHEBI:22582;antimicrobial agent",PF02264,PF02264
WP_008806731.1,P26218,1.B.3.1.3,gnl|BL_ORD_ID|9577 gnl|TC-DB|P26218|1.B.3.1.3 PUTATIVE OUTER MEMBRANE PROTEIN YIEC PRECURSOR - Escherichia coli.,550,0.0,76,544,538,1,544,1,538,99.8,99.8,1,1,1.0,SP,"CHEBI:9002;salicin, CHEBI:2806;hydroquinone O-beta-D-glucopyranoside, CHEBI:3522;cellobiose, CHEBI:5318;gentiobiose","PF02264,PF11471","PF02264,PF11471"
WP_012542669.1,WP_150996667,1.B.3.1.14,gnl|BL_ORD_ID|21978 gnl|TC-DB|WP_150996667.1|1.B.3.1.14 maltoporin LamB [Aeromonas veronii],447,2.84995e-109,42,423,439,8,423,8,439,98.1,98.2,1,1,1.0,SP,"CHEBI:17593;maltooligosaccharide, CHEBI:6668;maltose",PF02264,PF02264
WP_008805892.1,P0A910,1.B.6.1.1,gnl|BL_ORD_ID|8622 gnl|TC-DB|P0A910|1.B.6.1.1 Outer membrane protein A - Escherichia coli.,350,0.0,85,350,346,1,350,1,346,99.7,99.7,1,1,1.0,OOP,"CHEBI:22563;anion, CHEBI:1366;resveratrol, CHEBI:7483;(S)-naringenin, CHEBI:8923;rutin","PF01389,PF00691,PF13505","PF01389,PF00691,PF13505"
WP_008805777.1,G0EBV0,1.B.6.2.10,gnl|BL_ORD_ID|4525 gnl|TC-DB|G0EBV0|1.B.6.2.10 Outer membrane protein X OS=Enterobacter aerogenes (strain ATCC 13048 / DSM 30053 / JCM 1235 / KCTC 2190 / NBRC 13534 / NCIMB 10102 / NCTC 10006) GN=ompX PE=4 SV=1,171,2.47693e-125,98,171,171,1,171,1,171,99.4,99.4,1,1,1.0,OOP,CHEBI:25367;molecule,"PF13505,PF06316,PF06316","PF13505,PF06316,PF06316"
WP_012967490.1,P10384,1.B.9.1.1,gnl|BL_ORD_ID|8991 gnl|TC-DB|P10384|1.B.9.1.1 LONG-CHAIN FATTY ACID TRANSPORT PROTEIN PRECURSOR (OUTER MEMBRANE FADL PROTEIN) (OUTER MEMBRANE FLP PROTEIN) - Escherichia coli.,450,0.0,78,440,446,1,440,1,446,99.8,99.8,1,1,1.0,FadL,"CHEBI:1366;resveratrol, CHEBI:7483;(S)-naringenin, CHEBI:8923;rutin",PF03349,PF03349
WP_004204836.1,P0A927,1.B.10.1.1,gnl|BL_ORD_ID|8625 gnl|TC-DB|P0A927|1.B.10.1.1 Nucleoside-specific channel-forming protein tsx - Escherichia coli.,294,0.0,88,294,294,1,294,1,294,99.7,99.7,1,1,1.0,Tsx,CHEBI:7647;nucleoside,PF03502,PF03502
