1.I.1.1.5	O76329	YP_501168.1	305	1.25603e-05	17	436	1738	32	314	873	1157	64.7	16.3	1	1	0.0	NPC	CHEBI:14911;protein, CHEBI:8755;(ribonucleotide)n+m	PF02216,PF02216,PF11621	PF00307,PF00307,PF11971	True	Q54ME7,P54658,Q8I0F4,Q54Z22,Q54C61,Q555I8,Q54D69,Q54PP1,Q54BF0,P34036,Q54JG5,Q86K39,Q55GJ9,Q86IX4,Q54CA6,Q54QH0,Q558Z2,Q54BH4,Q54RJ3
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
1.I.1.1.5	O76329	YP_500475.1	207	0.000801903	24	374	1738	63	265	877	1052	54.0	10.1	2	1	0.0	NPC	CHEBI:14911;protein, CHEBI:8755;(ribonucleotide)n+m	PF04286	PF00307,PF00307,PF11971	True	Q54ME7,P54658,Q8I0F4,Q54Z22,Q54C61,Q555I8,Q54D69,Q54PP1,Q54BF0,P34036,Q54JG5,Q86K39,Q55GJ9,Q86IX4,Q54CA6,Q54QH0,Q558Z2,Q54BH4,Q54RJ3
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
1.I.3.1.1	WP_081471983	YP_500448.1	324	1.63483e-15	27	457	703	101	405	97	373	66.5	39.3	1	1	0.0	B-NPC	CHEBI:25367;molecule, CHEBI:33839;macromolecule	PF00082	PF00082	False	WP_010044366,WP_010049031,WP_010044253,WP_029601055,WP_010035418
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
2.A.1.3.24	O51918	YP_501091.1	109	1.43175e-15	35	215	395	89	195	245	353	49.3	27.3	1	3	0.0	MFS	CHEBI:23614;deoxycholate, CHEBI:3259;CCCP, CHEBI:3603;chloramphenicol, CHEBI:7456;nalidixic acid	PF13437,PF16576,PF13533,PF12700	PF13437,PF00529,PF16576	False	O51919
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
2.A.6.3.10	Q0P9L9	YP_500637.1	201	4.50354e-05	22	280	1005	38	225	75	265	66.8	18.9	1	12	0.0	RND	CHEBI:4883;ethidium bromide, CHEBI:8984;sodium dodecyl sulfate, CHEBI:23614;deoxycholate, CHEBI:2683;ampicillin, CHEBI:29697;triclosan, CHEBI:36420;acridine, CHEBI:3565;Cetrimide	PF13349	PF00873,PF03176	False	Q0P9M0,Q0P9M1
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
2.A.38.4.6	G8RD42	YP_499512.1	452	0.0	100	452	452	1	452	1	452	99.8	99.8	10	10	10.5	Trk	CHEBI:8345;potassium(1+)	PF02386	PF02386	False	NA
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
2.A.38.4.6	G8V398	YP_500730.1	435	0.0	100	435	435	1	435	1	435	99.8	99.8	12	12	12.4	Trk	CHEBI:8345;potassium(1+)	PF02386	PF02386	False	NA
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
2.A.50.2.1	P39580	YP_499423.1	405	4.0333599999999997e-143	52	404	395	1	402	1	389	99.3	98.2	12	12	5.55	MBOAT	CHEBI:2539;alanine	PF03062,PF13813	PF03062	False	NA
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
2.A.63.1.2	Q7AJV9	YP_499188.1	136	1.9936800000000002e-44	48	141	146	2	137	7	142	95.7	92.5	4	4	3.6	CPA3	CHEBI:9175;sodium(1+), CHEBI:5584;hydron	PF04039	PF04039	False	Q7AJV8,Q9KD98,Q9KDA0,Q9KDA1
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
2.A.63.1.2	Q9KD99	YP_499191.1	158	1.10476e-33	37	160	158	3	159	4	157	97.5	96.8	3	3	2.3	CPA3	CHEBI:9175;sodium(1+), CHEBI:5584;hydron	PF01899	PF01899	False	Q7AJV8,Q9KD98,Q9KDA0,Q9KDA1
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
2.A.63.1.2	Q7AJW0	YP_499189.1	113	6.56789e-29	44	114	112	1	112	1	111	97.4	98.2	3	3	2.9	CPA3	CHEBI:9175;sodium(1+), CHEBI:5584;hydron	PF00420	PF00420	False	Q7AJV8,Q9KD98,Q9KDA0,Q9KDA1
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
2.A.63.1.3	Q9ZNG6	YP_499442.1	801	0.0	100	801	801	1	801	1	801	99.9	99.9	21	21	22.35	CPA3	CHEBI:9175;sodium(1+), CHEBI:5584;hydron	PF00361,PF13244,PF20501,PF00662	PF00361,PF13244,PF20501,PF00662	False	NA
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
2.A.63.1.3	P60686	YP_499439.1	498	0.0	100	498	498	1	498	1	498	99.8	99.8	14	14	14.65	CPA3	CHEBI:9175;sodium(1+), CHEBI:5584;hydron	PF00361	PF00361	False	NA
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
2.A.63.1.3	P60686	YP_499190.1	491	1.26843e-111	34	498	498	3	490	4	494	97.8	98.4	14	14	12.4	CPA3	CHEBI:9175;sodium(1+), CHEBI:5584;hydron	PF00361	PF00361	False	NA
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
2.A.63.1.3	P60690	YP_499438.1	159	1.25115e-110	100	159	159	1	159	1	159	99.4	99.4	3	3	3.05	CPA3	CHEBI:9175;sodium(1+), CHEBI:5584;hydron	PF01899	PF01899	False	NA
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
2.A.63.1.3	P60678	YP_499441.1	142	8.165619999999999e-101	100	142	142	1	142	1	142	99.3	99.3	4	4	4.2	CPA3	CHEBI:9175;sodium(1+), CHEBI:5584;hydron	PF04039	PF04039	False	NA
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
2.A.63.1.3	P60698	YP_499436.1	118	7.00618e-77	100	118	118	1	118	1	118	99.2	99.2	3	3	3.15	CPA3	CHEBI:9175;sodium(1+), CHEBI:5584;hydron	PF03334	PF03334	False	NA
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
2.A.63.1.3	P60682	YP_499440.1	109	1.5487500000000001e-72	100	109	113	1	109	5	113	99.1	95.6	2	3	2.05	CPA3	CHEBI:9175;sodium(1+), CHEBI:5584;hydron	PF00420	PF00420	False	NA
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
2.A.63.1.3	P60694	YP_499437.1	97	1.1041900000000001e-61	100	97	97	1	97	1	97	99.0	99.0	3	3	3.0	CPA3	CHEBI:9175;sodium(1+), CHEBI:5584;hydron	PF04066	PF04066	False	NA
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
2.A.63.1.4	Q9K2S2	YP_499187.1	794	0.0	40	800	801	1	788	1	789	98.4	98.4	21	21	18.05	CPA3	CHEBI:9175;sodium(1+), CHEBI:5584;hydron	PF00361,PF13244,PF20501,PF00662	PF00361,PF20501,PF13244,PF00662	False	O05260,Q7WY60,O05229,O05259,O05228
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
2.A.63.1.4	O05227	YP_499193.1	94	2.56933e-25	47	152	124	13	106	3	96	61.2	75.0	3	3	2.8	CPA3	CHEBI:9175;sodium(1+), CHEBI:5584;hydron	PF03334	PF03334	False	O05260,Q7WY60,O05229,O05259,O05228
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
2.A.64.3.2	O05523	YP_498917.1	212	1.62666e-51	36	218	254	5	212	27	238	95.0	83.1	5	6	5.1	Tat	CHEBI:8526;protein polypeptide chain	PF00902	PF00902	False	NA
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
2.A.64.3.2	O05522	YP_498918.1	60	2.27437e-16	55	74	57	15	74	4	57	79.7	93.0	1	1	0.85	Tat	CHEBI:8526;protein polypeptide chain	PF02416	PF02416	False	NA
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
2.A.78.1.1	O07942	YP_498618.1	219	7.35186e-20	27	231	254	6	221	28	242	93.1	84.3	7	6	4.8	LIV-E	CHEBI:22918;branched-chain amino acid	PF03591	PF03591	False	O07923
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
2.A.79.1.5	Q73PT4	YP_499318.1	250	6.91739e-36	31	253	260	7	250	4	251	96.0	95.0	6	5	4.25	ThrE	CHEBI:5460;glycine, CHEBI:2539;alanine	PF06738,PF12821	PF06738,PF12821	False	Q73PT5
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
2.A.79.1.5	Q73PT4	YP_499140.1	215	1.08389e-17	30	216	260	3	213	41	251	97.2	80.8	5	5	3.45	ThrE	CHEBI:5460;glycine, CHEBI:2539;alanine	PF06738,PF12821	PF06738,PF12821	False	Q73PT5
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
3.A.1.1.2	O32261	YP_498774.1	414	8.386120000000001e-158	50	422	418	7	419	5	417	97.6	98.6	8	8	8.55	ABC	CHEBI:24151;galactooligosaccharide	PF00528	PF00528	False	NA
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
3.A.1.1.2	O07011	YP_498775.1	278	8.74248e-98	50	279	283	3	279	6	283	98.9	97.9	6	6	6.05	ABC	CHEBI:24151;galactooligosaccharide	PF00528	PF00528	False	NA
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
3.A.1.1.2	O07009	YP_498773.1	429	1.9342e-65	32	423	421	1	414	3	418	97.6	98.6	1	2	0.0	ABC	CHEBI:24151;galactooligosaccharide	PF13416,PF01547	PF13416,PF01547	False	NA
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
3.A.1.2.1	P02925	YP_498837.1	244	3.64475e-08	23	332	296	64	293	28	266	69.0	80.4	1	1	0.0	ABC	CHEBI:10410;beta-D-ribopyranose	PF13377,PF00532,PF13407,PF00356	PF13407,PF00532,PF13377,PF13458	False	P04983,P0AGI1
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
3.A.1.3.14	P42200	YP_501160.1	223	3.1399600000000004e-76	53	239	234	14	235	18	230	92.5	90.6	5	5	4.5	ABC	CHEBI:4052;cystine	PF00528	PF00528	False	NA
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
3.A.1.3.20	Q9A1H0	YP_500488.1	512	1.10094e-80	32	485	522	9	483	4	504	97.7	95.8	6	5	2.25	ABC	CHEBI:25094;lysine	PF00497,PF00528,PF10613	PF00497,PF00528	False	Q9A1H1
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
3.A.1.4.10	Q8DQI0	YP_499657.1	158	0.00091878	23	168	292	27	153	3	159	75.0	53.4	5	7	1.55	ABC	CHEBI:16857;L-threonine, CHEBI:17191;L-isoleucine, CHEBI:2539;alanine, CHEBI:9116;serine, CHEBI:25017;leucine, CHEBI:27266;valine		PF02653,PF01032	False	Q8DQH8,Q8DQH9,Q8DQI1,Q8DQH7
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
3.A.1.5.11	P75799	YP_498766.1	275	5.2205600000000006e-67	38	387	303	113	386	27	301	70.5	90.4	8	6	4.95	ABC	CHEBI:5437;glutathione	PF00528	PF00528,PF12911	False	P75798
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
3.A.1.5.19	Q2FZR3	YP_499480.1	551	0.0	100	551	551	1	551	1	551	99.8	99.8	1	1	0.85	ABC	CHEBI:7755;oligopeptide	PF00496	PF00496	False	NA
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
3.A.1.5.19	Q2FZR7	YP_499476.1	308	0.0	100	308	308	1	308	1	308	99.7	99.7	6	6	6.45	ABC	CHEBI:7755;oligopeptide	PF00528,PF19300	PF00528,PF19300	False	NA
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
3.A.1.5.19	Q2FZR6	YP_499477.1	356	0.0	100	356	356	1	356	1	356	99.7	99.7	6	6	6.15	ABC	CHEBI:7755;oligopeptide	PF00528,PF12911	PF00528,PF12911	False	NA
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
3.A.1.5.20	P42063	YP_499485.1	292	5.52951e-79	43	293	303	2	290	16	300	98.3	93.7	6	6	5.6	ABC	CHEBI:7755;oligopeptide	PF00528,PF12911	PF00528,PF12911	False	P42064,P42062,P42061
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
3.A.1.5.27	P45096	YP_498765.1	333	7.44822e-62	35	492	333	181	485	1	332	61.8	99.4	9	6	2.85	ABC	CHEBI:5437;glutathione	PF00528,PF19300	PF00528,PF19300	False	P45094,P33950,P51000,P45095
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
3.A.1.5.32	F0TFS8	YP_499484.1	318	7.70724e-98	47	320	319	1	318	1	317	99.1	99.1	6	6	5.8	ABC	CHEBI:46953;alpha-D-galactoside	PF00528,PF19300	PF00528,PF19300	False	F0TFT0,F0TFS9,F0TFS6,F0TFS7
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
3.A.1.5.32	F0TFS5	YP_499481.1	575	3.46805e-76	31	571	590	3	557	5	571	97.0	95.9	1	1	0.75	ABC	CHEBI:46953;alpha-D-galactoside	PF00496	PF00496	False	F0TFT0,F0TFS9,F0TFS6,F0TFS7
